_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
an alternative approach to code store and regenerate 3d data in dental medicine using open source software a scripting based technique,"An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source software: A scripting-based technique",JOURNAL OF DENTISTRY,journalArticle,YCC6S4PK,"Elbashti 等 - 2025 - An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source-1.pdf",INCLUDE,"该研究自身在材料与方法中使用 Blender 生成 Python 脚本处理 STL 模型，并使用 GOM Inspect 软件评估精度（""their accuracy was assessed using GOM Inspect software""）。",Blender; GOM Inspect,Prosthodontics,3D data analysis and accuracy assessment,technical_note,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Blender 生成 Python 脚本处理 STL 模型，并使用 GOM Inspect 软件评估精度（""their accuracy was assessed using GOM Inspect software""）。
【软件】: Blender; GOM Inspect
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: technical_note"
dentalsegmentator robust open source deep learning based ct and cbct image segmentation,DentalSegmentator: Robust open source deep learning-based CT and CBCT image segmentation,JOURNAL OF DENTISTRY,journalArticle,AXSX89GF,Dot 等 - 2024 - DentalSegmentator Robust open source deep learning-based CT and CBCT image segmentation.pdf,EXCLUDE,"该研究提出并评估的是自研的深度学习分割工具 DentalSegmentator（""a novel open source tool called DentalSegmentator""），其核心为自训练的 nnU-Net 模型，属于自研算法/代码；证据中 3D Slicer 仅作为该工具发布所依托的扩展平台被提及，并非研究自身用于3D数据处理、分析、建模或测量的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出并评估的是自研的深度学习分割工具 DentalSegmentator（""a novel open source tool called DentalSegmentator""），其核心为自训练的 nnU-Net 模型，属于自研算法/代码；证据中 3D Slicer 仅作为该工具发布所依托的扩展平台被提及，并非研究自身用于3D数据处理、分析、建模或测量的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
influence of three coded healing abutment design on intraoral scan accuracy a comparative in vitro study,Influence of three coded healing abutment design on intraoral scan accuracy: a comparative in vitro study,JOURNAL OF DENTISTRY,journalArticle,ITMJC47T,Morón-Conejo 等 - 2025 - Influence of three coded healing abutment design on intraoral scan accuracy a comparative in vitro.pdf,INCLUDE,"该研究自身在方法中使用 Geomagic 软件进行扫描叠加与偏差分析，原文为 ""Scans were superimposed on an extraoral reference scan (E4, 3Shape) using a best-fit algorithm in Geomagic""。",Geomagic,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 Geomagic 软件进行扫描叠加与偏差分析，原文为 ""Scans were superimposed on an extraoral reference scan (E4, 3Shape) using a best-fit algorithm in Geomagic""。
【软件】: Geomagic
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
accuracy of dental implant placement using static versus dynamic computer assisted implant surgery an in vitro study,Accuracy of dental implant placement using static versus dynamic computer-assisted implant surgery: An in vitro study,JOURNAL OF DENTISTRY,journalArticle,VY5CRRHN,Taheri Otaghsara 等 - 2023 - Accuracy of dental implant placement using static versus dynamic computer-assisted implant surgery.pdf,INCLUDE,"证据片段明确显示该研究自身使用了非牙科3D软件：""the maxillary 3D model was designed by Meshmixer 2.1 (Autodesk Inc., USA) using the STL file from the intra-oral scanner""。",Meshmixer,Implantology,Digital design and manufacturing,in_vitro,"【判定】: INCLUDE
【判定理由】: 证据片段明确显示该研究自身使用了非牙科3D软件：""the maxillary 3D model was designed by Meshmixer 2.1 (Autodesk Inc., USA) using the STL file from the intra-oral scanner""。
【软件】: Meshmixer
【专科】: Implantology
【应用场景】: Digital design and manufacturing
【研究设计】: in_vitro"
risk assessment of inferior alveolar nerve injury after wisdom tooth removal using 3d ai driven models a within patient study,Risk assessment of inferior alveolar nerve injury after wisdom tooth removal using 3D AI-driven models: A within-patient study,JOURNAL OF DENTISTRY,journalArticle,SE34LAZ9,Picoli 等 - 2023 - Risk assessment of inferior alveolar nerve injury after wisdom tooth removal using 3D AI-driven mode.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件 Blender，原文为""the 3D models of the teeth and MCs from each side were imported into Blender software version 3.0.1""。",Blender,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件 Blender，原文为""the 3D models of the teeth and MCs from each side were imported into Blender software version 3.0.1""。
【软件】: Blender
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
adaptation of maxillary removable partial denture frameworks fabricated with a direct digital workflow a randomized crossover clinical trial,Adaptation of maxillary removable partial denture frameworks fabricated with a direct digital workflow: A randomized crossover clinical trial,JOURNAL OF DENTISTRY,journalArticle,2FFUFDEY,Gan 等 - 2025 - Adaptation of maxillary removable partial denture frameworks fabricated with a direct digital workfl.pdf,INCLUDE,"该研究自身在材料与方法中使用""Geomagic Studio 2014""进行三维分析，原文为""All scanning data of the three frameworks were imported into 3D reverse engineering software (Geomagic Studio 2014, Geomagic, Inc., NC, USA)""。",Geomagic Studio,Prosthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用""Geomagic Studio 2014""进行三维分析，原文为""All scanning data of the three frameworks were imported into 3D reverse engineering software (Geomagic Studio 2014, Geomagic, Inc., NC, USA)""。
【软件】: Geomagic Studio
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
effect of triangular mesh resolution on the geometrical trueness of segmented cbct maxillofacial data into stl format,Effect of triangular mesh resolution on the geometrical trueness of segmented CBCT maxillofacial data into STL format,JOURNAL OF DENTISTRY,journalArticle,LEAIKBNU,Elbashti 等 - 2023 - Effect of triangular mesh resolution on the geometrical trueness of segmented CBCT maxillofacial dat.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件进行三维偏差分析，原文明确写道 ""The 3 datasets were compared to the R0 file using 3D evaluation software (GOM Inspect) using a global best-fit algorithm""。",GOM Inspect,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件进行三维偏差分析，原文明确写道 ""The 3 datasets were compared to the R0 file using 3D evaluation software (GOM Inspect) using a global best-fit algorithm""。
【软件】: GOM Inspect
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
complete arch implant capture using a photogrammetry algorithm and smartphone app an in vitro study,Complete arch implant capture using a photogrammetry algorithm and smartphone app: An in vitro study,JOURNAL OF DENTISTRY,journalArticle,7CLZIHKA,Santamaría-Laorden 等 - 2025 - Complete arch implant capture using a photogrammetry algorithm and smartphone app An in vitro study.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，如""designed using a Computer-Aided Design (CAD) software program (SOLID EDGE® v.2022; Siemens)""及""imported into a reverse engineering software program (Geomagic®, Control X; 3D Systems)""。",Solid Edge; Geomagic Control X,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，如""designed using a Computer-Aided Design (CAD) software program (SOLID EDGE® v.2022; Siemens)""及""imported into a reverse engineering software program (Geomagic®, Control X; 3D Systems)""。
【软件】: Solid Edge; Geomagic Control X
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
influence of the dental arch and number of cutting off and rescanning mesh holes on the accuracy of implant scans in partially edentulous situations,Influence of the dental arch and number of cutting-off and rescanning mesh holes on the accuracy of implant scans in partially edentulous situations,JOURNAL OF DENTISTRY,journalArticle,V2HXN7RX,Gómez-Polo 等 - 2023 - Influence of the dental arch and number of cutting-off and rescanning mesh holes on the accuracy of.pdf,INCLUDE,"该研究自身在材料与方法中使用""a 3-dimensional metrology software (Geomagic Control X; 3D Systems)""来测量参考扫描与实验扫描之间的差异并计算RMS误差。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用""a 3-dimensional metrology software (Geomagic Control X; 3D Systems)""来测量参考扫描与实验扫描之间的差异并计算RMS误差。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
accuracy of single implant digital impression with various scanbody exposure levels at anterior and posterior regions,Accuracy of single-implant digital impression with various scanbody exposure levels at anterior and posterior regions,JOURNAL OF DENTISTRY,journalArticle,WCEUBWKT,Wu 等 - 2023 - Accuracy of single-implant digital impression with various scanbody exposure levels at anterior and.pdf,INCLUDE,"该研究自身在方法中使用""inspection software (Geomagic Control X; 3D systems) to align the scanbody library files with scanbody mesh data using a best-fit algorithm""进行3D数据配准与精度评估。",Geomagic Control X,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用""inspection software (Geomagic Control X; 3D systems) to align the scanbody library files with scanbody mesh data using a best-fit algorithm""进行3D数据配准与精度评估。
【软件】: Geomagic Control X
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
