_nt,Key,Title,原因代码,原始返回
graphene based 3d scaffolds in bone regeneration emerging opportunities for mronj treatment,JH642MME,Graphene-Based 3D Scaffolds in Bone Regeneration: Emerging Opportunities for MRONJ Treatment,2,【原因代码】: 2
assessing decision making in education of restorative and prosthetic dentistry a pilot study,SLD63MXF,Assessing Decision-Making in Education of Restorative and Prosthetic Dentistry: A Pilot Study,3,【原因代码】: 3
advances in the construction and application of bone on a chip based on microfluidic technologies,GXM7UIXA,Advances in the Construction and Application of Bone-on-a-Chip Based on Microfluidic Technologies,2,【原因代码】: 2
clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,UYKQ4QIQ,Clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,3,【原因代码】: 3
viscoelastic janus nanocomposite hydrogel for periodontitis immunomodulation via co delivery of il 1 monoclonal antibody and pdlsc exosomes,QLVKK9KK,Viscoelastic Janus Nanocomposite Hydrogel for Periodontitis Immunomodulation via Co-delivery of IL-1β Monoclonal Antibody and PDLSC Exosomes,3,【原因代码】: 3
latest advances in augmented reality technology and its integration into the digital workflow,243K7RNJ,Latest advances in augmented reality technology and its integration into the digital workflow,3,【原因代码】: 3
objective color calibration for manufacturing facial prostheses,YXZ4VLDA,Objective color calibration for manufacturing facial prostheses,3,【原因代码】: 3
path planning and navigation of miniature serpentine robot for bronchoscopy application,4WCH6H5S,Path Planning and Navigation of Miniature Serpentine Robot for Bronchoscopy Application,1,【原因代码】: 1
multiscale deformable objects manipulation via wavelet decomposed boundary element method,LV8SY9UK,Multiscale deformable objects manipulation via wavelet-decomposed boundary element method,1,【原因代码】: 1
from transparent cranial windows to multifunctional smart cranial platforms,UEURX7WW,From Transparent Cranial Windows to Multifunctional Smart Cranial Platforms,1,【原因代码】: 1
a novel digitized method for the design and additive manufacturing of orthodontic space maintainers,MACLY32F,A Novel Digitized Method for the Design and Additive Manufacturing of Orthodontic Space Maintainers,3,【原因代码】: 3
influence of age related changes on crack growth trajectories and toughening mechanisms in human dentin,6P4BE843,Influence of age-related changes on crack growth trajectories and toughening mechanisms in human dentin,3,【原因代码】: 3
ligand based design of novel quinoline derivatives as potential anticancer agents an in silico virtual screening approach,5PXEM5JA,Ligand-Based Design of Novel Quinoline Derivatives as Potential Anticancer Agents: An In-Silico Virtual Screening Approach,1,【原因代码】: 1
the impact of radiomics image analysis on adult hip pathologies a scoping review,MHK8ZLRA,The Impact of Radiomics Image Analysis on Adult Hip Pathologies: A Scoping Review,1,【原因代码】: 1
influence of screw channel angulation on the fracture resistance of zirconia abutments an in vitro study,DK37WK6Y,Influence of Screw Channel Angulation on the Fracture Resistance of Zirconia Abutments: An In Vitro Study,3,【原因代码】: 3
a new method of conclusively creating and transferring the emergence profile on single tooth immediate implant restorations the e merge protocol,96NNK4US,A new method of conclusively creating and transferring the emergence profile on single tooth immediate implant restorations: the E-merge protocol,3,【原因代码】: 3
a global local attention model for 3d point cloud segmentation in intraoral scanning a novel approach,JTJFNN4W,A Global-Local Attention Model for 3D Point Cloud Segmentation in Intraoral Scanning: A Novel Approach,3,【原因代码】: 3
the effect of hard tissue defects on the clinical outcome of endodontic microsurgery a systematic review and meta analysis,HVD7DYA7,The effect of hard tissue defects on the clinical outcome of endodontic microsurgery: a systematic review and meta-analysis,2,【原因代码】: 2
vistooth a visualization framework for tooth segmentation on panoramic radiograph,EX7GXGSG,ViSTooth: a visualization framework for tooth segmentation on panoramic radiograph,3,【原因代码】: 3
a rare case of loricrin gene c 684dup mutation associated with vohwinkel syndrome in a turkish patient in silico analysis and literature review,7XXVP386,"A rare case of LORICRIN gene c.684dup mutation associated with Vohwinkel syndrome in a Turkish patient, in silico analysis and literature review",1,【原因代码】: 1
feasibility of strategies to manage dysnatremia in pediatric ckrt a simulation study,ZI3YBVDZ,Feasibility of strategies to manage dysnatremia in pediatric CKRT: a simulation study,1,【原因代码】: 1
procedure increasing the accuracy of modelling and the manufacturing of surgical templates with the use of 3d printing techniques applied in planning the procedures of reconstruction of the mandible,6B24QV77,"Procedure Increasing the Accuracy of Modelling and the Manufacturing of Surgical Templates with the Use of 3D Printing Techniques, Applied in Planning the Procedures of Reconstruction of the Mandible",3,【原因代码】: 3
3d printed resin materials for indirect restorations a scoping review and evidence gap map,T7V3KAQE,3D-printed resin materials for indirect restorations-a scoping review and evidence gap map,2,【原因代码】: 2
influence of printing angulation on the surface roughness of additive manufactured clear silicone indices an in vitro study,7E9FRYX7,Influence of printing angulation on the surface roughness of additive manufactured clear silicone indices: An in vitro study,3,【原因代码】: 3
dynamic glucose responsive mesoporous silica nanoparticle coating on trabecular tantalum implants for dual mode drug delivery,IDJVDZI5,Dynamic glucose-responsive mesoporous silica nanoparticle coating on trabecular tantalum implants for dual mode drug delivery,3,【原因代码】: 3
a lipopolysaccharide directed piezoelectric sonosensitizer for addressing deep periodontal pocket infections,8T3H95PH,A Lipopolysaccharide-Directed Piezoelectric Sonosensitizer for Addressing Deep Periodontal Pocket Infections,3,【原因代码】: 3
dc yolov5 based target detection algorithm for cervical vertebral maturation,JY2ZTUL8,DC-YOLOv5-based target detection algorithm for cervical vertebral maturation,3,【原因代码】: 3
wirelessly powered ingestible capsule for optical stimulation of the gastrointestinal tract in rodents,EVEZQULA,Wirelessly Powered Ingestible Capsule for Optical Stimulation of the Gastrointestinal Tract in Rodents,1,【原因代码】: 1
computer aided diagnosis with a convolutional neural network algorithm for automated detection of urinary tract stones on plain x ray,UDNLSVHP,Computer-aided diagnosis with a convolutional neural network algorithm for automated detection of urinary tract stones on plain X-ray,1,【原因代码】: 1
b onic platform for point of care 3d printing in oral and maxillofacial surgery clinical implementation and surgical impact,ANKKID2R,B-Onic Platform for Point-of-Care 3D Printing in Oral and Maxillofacial Surgery: Clinical Implementation and Surgical Impact,3,【原因代码】: 3
three dimensional analysis of mandibular and condylar growth using artificial intelligence tools a comparison of twin block and frankel ii appliances,Y5JWYY4F,Three-dimensional analysis of mandibular and condylar growth using artificial intelligence tools: a comparison of twin-block and Frankel II Appliances,3,【原因代码】: 3
cell tracking profiler a user driven analysis framework for evaluating 4d live cell imaging data,LVJ2BAHM,Cell Tracking Profiler - a user-driven analysis framework for evaluating 4D live-cell imaging data,1,【原因代码】: 1
reproducibility of a three dimensional skeletal based craniofacial orientation method for virtual surgical planning,2UKDGZ3I,Reproducibility of a three-dimensional skeletal-based craniofacial orientation method for virtual surgical planning,3,【原因代码】: 3
three dimensional assessment of condylar head position in cbct scans before and after orthognathic surgery,ZTHT59HZ,Three-dimensional assessment of condylar head position in CBCT scans before and after orthognathic surgery,3,【原因代码】: 3
