_nt,Title,期刊,Item Type,Key,PassA,PassB,判定,证据,软件,专科,应用场景,研究设计,原始返回
masked deep embeddings of patches for teeth segmentation in cone beam ct images,Masked Deep Embeddings of Patches for Teeth Segmentation in Cone Beam CT Images,2024 IEEE International Symposium on Biomedical Imaging (ISBI),conferencePaper,A3RPJ5SA,,EXCLUDE,EXCLUDE,"证据片段仅描述自研的 DEMAE（deep embedding MAE）自监督学习框架，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、ITK-SNAP 等）被本研究使用的表述（无 ""we used / imported into / processed in"" 等指向具体软件名的句子）。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段仅描述自研的 DEMAE（deep embedding MAE）自监督学习框架，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、ITK-SNAP 等）被本研究使用的表述（无 ""we used / imported into / processed in"" 等指向具体软件名的句子）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
teeth and jaw segmentation from cbct images using 3d deep learning models,Teeth and Jaw Segmentation from CBCT images Using 3D Deep Learning Models,2022 18th International Computer Engineering Conference (ICENCO),conferencePaper,FAVVAM5K,,EXCLUDE,EXCLUDE,"证据片段仅描述""we use several models to segment each jaw""（自研深度学习模型），未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、ITK-SNAP 等）被本研究使用的表述；缺失""本研究自身使用了具名第三方非牙科3D软件""的证据。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段仅描述""we use several models to segment each jaw""（自研深度学习模型），未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、ITK-SNAP 等）被本研究使用的表述；缺失""本研究自身使用了具名第三方非牙科3D软件""的证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
archmap arch flattening and knowledge guided vision language model for tooth counting and structured dental understanding,ArchMap: Arch-Flattening and Knowledge-Guided Vision Language Model for Tooth Counting and Structured Dental Understanding,2025 IEEE International Conference on Big Data (BigData),conferencePaper,GFZ3RVCT,,EXCLUDE,EXCLUDE,"证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述；片段仅泛述""this study likewise uses a deidentified IOS dataset primarily consisting of STL arch meshes""，以及引用他人研究（Jang et al.、Cui et al.）的深度学习模型，属他文引用与泛述，缺失""we used / imported into / processed in""等本研究自用软件的原文证据。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述；片段仅泛述""this study likewise uses a deidentified IOS dataset primarily consisting of STL arch meshes""，以及引用他人研究（Jang et al.、Cui et al.）的深度学习模型，属他文引用与泛述，缺失""we used / imported into / processed in""等本研究自用软件的原文证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
transdfnet transformer based truncated signed distance fields for the shape design of removable partial denture clasps,TranSDFNet: Transformer-Based Truncated Signed Distance Fields for the Shape Design of Removable Partial Denture Clasps,IEEE Journal of Biomedical and Health Informatics,journalArticle,NN3EPFTW,,EXCLUDE,EXCLUDE,"证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述（如 ""we used / were analysed using / imported into / processed in"" 等）；片段仅描述自研的 Transformer 网络与 TSDF 方法，并泛述他人研究（如 ""A similar method has proven its success...""），缺失本研究使用具名第三方非牙科3D软件的证据。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述（如 ""we used / were analysed using / imported into / processed in"" 等）；片段仅描述自研的 Transformer 网络与 TSDF 方法，并泛述他人研究（如 ""A similar method has proven its success...""），缺失本研究使用具名第三方非牙科3D软件的证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
3d condyle mamba hybrid u net and mamba with shape priors for tmj condyle segmentation,3D Condyle-Mamba: Hybrid U-Net and Mamba with Shape Priors for TMJ Condyle Segmentation,2025 International Conference on Virtual Reality and Visualization (ICVRV),conferencePaper,4HHZUW3L,,EXCLUDE,EXCLUDE,"证据片段仅描述该研究提出自研混合架构 ""3D Condyle-Mamba, a hybrid architecture combining U-Net, Mamba state space models, and shape priors""，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、MATLAB 等）被本研究使用的表述（如 ""we used / were analysed using / imported into / processed in""）。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段仅描述该研究提出自研混合架构 ""3D Condyle-Mamba, a hybrid architecture combining U-Net, Mamba state space models, and shape priors""，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、MATLAB 等）被本研究使用的表述（如 ""we used / were analysed using / imported into / processed in""）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
research and design of cloud based digital three dimensional scanning system for denture digitization,Research and Design of Cloud-Based Digital Three-Dimensional Scanning System for Denture Digitization,2023 IEEE 3rd International Conference on Data Science and Computer Application (ICDSCA),conferencePaper,MTCKAFRR,,EXCLUDE,EXCLUDE,"证据片段仅提及 ""independently developed dual-spindle digital cutting machine"" 及自研系统架构，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、Geomagic 等）被本研究使用的表述；缺失""本研究自身使用具名第三方非牙科3D软件""的证据。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段仅提及 ""independently developed dual-spindle digital cutting machine"" 及自研系统架构，未出现任何具名第三方非牙科3D软件（如 Mimics、3D Slicer、Geomagic 等）被本研究使用的表述；缺失""本研究自身使用具名第三方非牙科3D软件""的证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
single bone modeler deep learning bone segmentation for cone beam ct,Single Bone Modeler: deep learning bone segmentation for cone-beam CT,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),conferencePaper,NPAKCEJN,,EXCLUDE,EXCLUDE,主题为骨科（orthopedics）四肢骨分割，不属于口腔医学任一学科；摘要与证据片段均未涉及口腔/颌面/牙科应用。,-,-,-,-,"【判定】: EXCLUDE
【证据】: 主题为骨科（orthopedics）四肢骨分割，不属于口腔医学任一学科；摘要与证据片段均未涉及口腔/颌面/牙科应用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
simultaneous reconstruction and tracking for motion correction in image guided surgery,Simultaneous Reconstruction and Tracking for Motion Correction in Image Guided Surgery,IEEE Transactions on Biomedical Engineering,journalArticle,IIUX7N4E,,EXCLUDE,EXCLUDE,"证据片段中 Brainlab 仅出现在 ""Brawanski et al. [14] used a Brainlab Z-touch laser pointer for surface matching"" 这一他文引用中，并非本研究自身使用；本研究为自研的同时重建与跟踪框架，未表明使用任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段中 Brainlab 仅出现在 ""Brawanski et al. [14] used a Brainlab Z-touch laser pointer for surface matching"" 这一他文引用中，并非本研究自身使用；本研究为自研的同时重建与跟踪框架，未表明使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
anatomical deep learning analysis for automated detection of dental caries a novel approach,Anatomical Deep Learning Analysis for Automated Detection of Dental Caries: A Novel Approach,2024 Ninth International Conference on Science Technology Engineering and Mathematics (ICONSTEM),conferencePaper,EERIYCIP,,EXCLUDE,EXCLUDE,"证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述；仅泛述 ""CT imaging provides sophisticated tools for image processing and analysis"" 及 ""segmentation methods, volume rendering, and multiplanar reconstruction included in these tools""，未指明具体软件名，也无 ""we used / were analysed using / imported into / processed in"" 等本研究使用软件的表述。该研究为自建CNN深度学习模型，缺乏具名第三方3D软件使用证据。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段中未出现任何表明本研究自身使用了具名第三方非牙科3D软件的表述；仅泛述 ""CT imaging provides sophisticated tools for image processing and analysis"" 及 ""segmentation methods, volume rendering, and multiplanar reconstruction included in these tools""，未指明具体软件名，也无 ""we used / were analysed using / imported into / processed in"" 等本研究使用软件的表述。该研究为自建CNN深度学习模型，缺乏具名第三方3D软件使用证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
investigating the extension of self supervised learning algorithms to 3d medical and dental image applications,Investigating the Extension of Self Supervised Learning Algorithms to 3D Medical and Dental Image Applications,2025 4th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0,conferencePaper,BXJILH7G,,EXCLUDE,EXCLUDE,"证据片段中出现的 ""Brainlab"" 仅出现在参考文献列表（""[22] ... Robotic alignment system Cirq (Brainlab)...""），并非本研究自身在材料与方法中使用；其余片段仅描述自研的自监督学习算法/3D U-Net 架构，未表明本研究使用任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【证据】: 证据片段中出现的 ""Brainlab"" 仅出现在参考文献列表（""[22] ... Robotic alignment system Cirq (Brainlab)...""），并非本研究自身在材料与方法中使用；其余片段仅描述自研的自监督学习算法/3D U-Net 架构，未表明本研究使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
