_nt,Title,期刊,Item Type,原流程原因,判定,判定理由,专科,应用场景,软件,研究设计,原始返回
study on 3d printed mxene berberine integrated scaffold for photo activated antibacterial activity and bone regeneration,Study on 3D printed MXene-berberine-integrated scaffold for photo-activated antibacterial activity and bone regeneration,JOURNAL OF MATERIALS CHEMISTRY B,journalArticle,No non-dental 3D software identified,INCLUDE,"全文方法部分明确写明使用 Mimics software (Materialise, Belgium) 对下颌骨进行重建和定量分析。",Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,Mimics,in_vitro,"【判定】: INCLUDE
【判定理由】: 全文方法部分明确写明使用 Mimics software (Materialise, Belgium) 对下颌骨进行重建和定量分析。
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【软件】: Mimics
【研究设计】: in_vitro"
comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions a clinical study,Comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions: a clinical study,JOURNAL OF ADVANCED PROSTHODONTICS,journalArticle,No non-dental 3D software identified,INCLUDE,"该研究在方法中明确使用非牙科专用3D软件 GOM Inspect 2018 进行三维叠加与间隙测量（""Data were analyzed using metrology software (GOM Inspect 2018...)""）。",Prosthodontics,3D data analysis and accuracy assessment,GOM Inspect,clinical,"【判定】: INCLUDE
【判定理由】: 该研究在方法中明确使用非牙科专用3D软件 GOM Inspect 2018 进行三维叠加与间隙测量（""Data were analyzed using metrology software (GOM Inspect 2018...)""）。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: GOM Inspect
【研究设计】: clinical"
fully automated 3d segmentation of periapical lesions on cbct images using nnu net v2,Fully automated 3D segmentation of periapical lesions on CBCT images using nnU-Net v2,BMC MEDICAL IMAGING,journalArticle,No non-dental 3D software identified,INCLUDE,作者在方法中明确将GT与预测分割导入3D Slicer (version 5.10.0) 进行病灶分离与体积计算。,Endodontics,Image segmentation and 3D reconstruction,3D Slicer,computational,"【判定】: INCLUDE
【判定理由】: 作者在方法中明确将GT与预测分割导入3D Slicer (version 5.10.0) 进行病灶分离与体积计算。
【专科】: Endodontics
【应用场景】: Image segmentation and 3D reconstruction
【软件】: 3D Slicer
【研究设计】: computational"
precision optimized process control in dlp printing of ultra thin zirconia prostheses a multi factor accuracy analysis,Precision-optimized process control in DLP printing of ultra-thin zirconia prostheses: A multi-factor accuracy analysis,DENTAL MATERIALS,journalArticle,No non-dental 3D software identified,INCLUDE,"全文方法部分明确使用 Geomagic Wrap 2014 进行 3D 偏差分析（""3D deviation analysis (Geomagic Wrap 2014; 3D Systems) was performed""）。",Prosthodontics,3D data analysis and accuracy assessment,Geomagic Wrap,in_vitro,"【判定】: INCLUDE
【判定理由】: 全文方法部分明确使用 Geomagic Wrap 2014 进行 3D 偏差分析（""3D deviation analysis (Geomagic Wrap 2014; 3D Systems) was performed""）。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Wrap
【研究设计】: in_vitro"
intelligent geometry compensation for additive manufactured oral maxillary stent by genetic algorithm and backpropagation network,Intelligent geometry compensation for additive manufactured oral maxillary stent by genetic algorithm and backpropagation network,COMPUTERS IN BIOLOGY AND MEDICINE,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中使用 Geomagic wrap 将补偿后的3D坐标点云重建为几何模型，并用于口腔上颌支架的几何补偿验证。,Prosthodontics,Digital design and manufacturing,Geomagic Wrap,computational,"【判定】: INCLUDE
【判定理由】: 该研究在方法中使用 Geomagic wrap 将补偿后的3D坐标点云重建为几何模型，并用于口腔上颌支架的几何补偿验证。
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【软件】: Geomagic Wrap
【研究设计】: computational"
effect of different cad cam milling and 3d printing digital fabrication techniques on the accuracy of pmma working models and vertical marginal fit of pmma provisional dental prosthesis an in vitro study,Effect of Different CAD/CAM Milling and 3D Printing Digital Fabrication Techniques on the Accuracy of PMMA Working Models and Vertical Marginal Fit of PMMA Provisional Dental Prosthesis: An In Vitro Study,POLYMERS,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中使用 Geomagic Control X 软件对测试组与参考模型的 STL 数据进行叠加和 3D 比较以评估工作模型精度。,Prosthodontics,3D data analysis and accuracy assessment,Geomagic Control X,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究在方法中使用 Geomagic Control X 软件对测试组与参考模型的 STL 数据进行叠加和 3D 比较以评估工作模型精度。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Control X
【研究设计】: in_vitro"
reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,Reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,JOURNAL OF NANOBIOTECHNOLOGY,journalArticle,No non-dental 3D software identified,INCLUDE,"全文方法部分明确写明""Three-dimensional (3D) images were reconstructed by Mimics and Geomagic Wrap 2017 for morphological assessment""，表明该研究自身在方法中使用了非牙科专用3D软件。",Orthodontics,Image segmentation and 3D reconstruction,Mimics; Geomagic Wrap,in_vitro,"【判定】: INCLUDE
【判定理由】: 全文方法部分明确写明""Three-dimensional (3D) images were reconstructed by Mimics and Geomagic Wrap 2017 for morphological assessment""，表明该研究自身在方法中使用了非牙科专用3D软件。
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【软件】: Mimics; Geomagic Wrap
【研究设计】: in_vitro"
a machine learning pipeline for cusp height prediction in worn lower molars methodological proof of concept and validation across homo,A Machine Learning Pipeline for Cusp Height Prediction in Worn Lower Molars: Methodological Proof-of-Concept and Validation Across Homo,APPLIED SCIENCES-BASEL,journalArticle,No non-dental 3D software identified,INCLUDE,全文方法部分明确说明使用 Avizo 9.2/9.0.1 进行 micro-CT 体积分割、使用 Meshlab 优化三角网格，二者均为非牙科专用3D软件且用于该研究自身的3D数据处理。,Oral Anatomy / Dental Morphology,Image segmentation and 3D reconstruction,Avizo; MeshLab,computational,"【判定】: INCLUDE
【判定理由】: 全文方法部分明确说明使用 Avizo 9.2/9.0.1 进行 micro-CT 体积分割、使用 Meshlab 优化三角网格，二者均为非牙科专用3D软件且用于该研究自身的3D数据处理。
【专科】: Oral Anatomy / Dental Morphology
【应用场景】: Image segmentation and 3D reconstruction
【软件】: Avizo; MeshLab
【研究设计】: computational"
mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,Mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,CLINICAL ORAL INVESTIGATIONS,journalArticle,No non-dental 3D software identified,INCLUDE,全文片段明确说明将髁突部分分割后导入 Geomagic Studio 软件计算体积，属该研究自身方法中使用非牙科3D软件。,Orthodontics,3D data analysis and accuracy assessment,Geomagic Studio,clinical,"【判定】: INCLUDE
【判定理由】: 全文片段明确说明将髁突部分分割后导入 Geomagic Studio 软件计算体积，属该研究自身方法中使用非牙科3D软件。
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Studio
【研究设计】: clinical"
in vivo trueness and precision of full arch implant scans using intraoral scanners with three different acquisition protocols,In vivo trueness and precision of full-arch implant scans using intraoral scanners with three different acquisition protocols,JOURNAL OF DENTISTRY,journalArticle,No non-dental 3D software identified,INCLUDE,该研究自身在方法中使用 Geomagic Design X 对 CAD 文件进行去特征化处理，并使用 Geomagic Control X 进行基准对齐与偏差分析。,Prosthodontics,3D data analysis and accuracy assessment,Geomagic Design X; Geomagic Control X,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 Geomagic Design X 对 CAD 文件进行去特征化处理，并使用 Geomagic Control X 进行基准对齐与偏差分析。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Design X; Geomagic Control X
【研究设计】: clinical"
microrobotics for precision biofilm diagnostics and treatment,Microrobotics for Precision Biofilm Diagnostics and Treatment,JOURNAL OF DENTAL RESEARCH,journalArticle,No non-dental 3D software identified,INCLUDE,"全文明确说明使用 SolidWorks 设计 1 mm 负模具（""negative molds designed in SolidWorks""），属于该研究自身方法中使用的非牙科专用3D软件。",Endodontics,Digital design and manufacturing,SolidWorks,in_vitro,"【判定】: INCLUDE
【判定理由】: 全文明确说明使用 SolidWorks 设计 1 mm 负模具（""negative molds designed in SolidWorks""），属于该研究自身方法中使用的非牙科专用3D软件。
【专科】: Endodontics
【应用场景】: Digital design and manufacturing
【软件】: SolidWorks
【研究设计】: in_vitro"
evaluation of root angulations through panoramic films using artificial intelligence,Evaluation of Root Angulations Through Panoramic Films Using Artificial Intelligence,DIAGNOSTICS,journalArticle,No non-dental 3D software identified,INCLUDE,"研究自身在方法中使用 3D Slicer（version 5.8.1）进行手动测量作为参考标准，如""Manual measurements performed by experienced examiners using 3D Slicer software served as the reference standard""。",Orthodontics,3D data analysis and accuracy assessment,3D Slicer,clinical,"【判定】: INCLUDE
【判定理由】: 研究自身在方法中使用 3D Slicer（version 5.8.1）进行手动测量作为参考标准，如""Manual measurements performed by experienced examiners using 3D Slicer software served as the reference standard""。
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: 3D Slicer
【研究设计】: clinical"
randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,Randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,SCIENTIFIC REPORTS,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中明确使用 Materialise Mimics 26.0 进行颅颌面创伤CT分割，属自身使用非牙科专用3D软件。,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,Materialise Mimics,clinical,"【判定】: INCLUDE
【判定理由】: 该研究在方法中明确使用 Materialise Mimics 26.0 进行颅颌面创伤CT分割，属自身使用非牙科专用3D软件。
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【软件】: Materialise Mimics
【研究设计】: clinical"
