_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
effect of implant number attachment type and framework material on stress distribution in mandibular overdentures a finite element analysis,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",BMC ORAL HEALTH,journalArticle,SE8L9A5N,"Saip和Yesil - 2026 - Effect of implant number, attachment type, and framework material on stress distribution in mandibul.pdf",INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件，证据片段明确写道""DICOM data were imported into 3D Slicer (Slicer Community, 2023)""用于分割与三维重建。",3D Slicer,Prosthodontics,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件，证据片段明确写道""DICOM data were imported into 3D Slicer (Slicer Community, 2023)""用于分割与三维重建。
【软件】: 3D Slicer
【专科】: Prosthodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
intraoral scanning versus conventional methods for obtaining full arch implant supported prostheses a systematic review with meta analysis,Intraoral Scanning Versus Conventional Methods for Obtaining Full-Arch Implant-Supported Prostheses: A Systematic Review with Meta-Analysis,APPLIED SCIENCES-BASEL,journalArticle,NZG7YSMU,Vieira 等 - 2025 - Intraoral Scanning Versus Conventional Methods for Obtaining Full-Arch Implant-Supported Prostheses.pdf,EXCLUDE,"该文献为系统综述（题名及摘要明确为 ""A Systematic Review with Meta-Analysis""），属于排除的文献类型；且证据中仅出现 ""Review Manager 7.2"" 这一用于荟萃分析的统计软件，并非用于3D数据处理、分析、建模或测量的非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为系统综述（题名及摘要明确为 ""A Systematic Review with Meta-Analysis""），属于排除的文献类型；且证据中仅出现 ""Review Manager 7.2"" 这一用于荟萃分析的统计软件，并非用于3D数据处理、分析、建模或测量的非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
differential osteo specific invasion of patient derived cancer cells in a microfluidic co culture model,Differential osteo-specific invasion of patient-derived cancer cells in a microfluidic co-culture model,CHEMICAL ENGINEERING JOURNAL,journalArticle,BRZ6NS5I,Sukanya. 等 - 2024 - Differential osteo-specific invasion of patient-derived cancer cells in a microfluidic co-culture mo.pdf,EXCLUDE,该研究主题为口腔鳞癌细胞的微流控侵袭模型，但所用软件为 COMSOL Multiphysics、Autodesk Inventor、ImageJ、FlowJo，其中 COMSOL 与 Inventor 用于微流控芯片的流体仿真与建模，而非口腔医学3D数据的处理/分析/测量；且该研究并非口腔医学任一学科的原创研究（属生物工程/肿瘤学）。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为口腔鳞癌细胞的微流控侵袭模型，但所用软件为 COMSOL Multiphysics、Autodesk Inventor、ImageJ、FlowJo，其中 COMSOL 与 Inventor 用于微流控芯片的流体仿真与建模，而非口腔医学3D数据的处理/分析/测量；且该研究并非口腔医学任一学科的原创研究（属生物工程/肿瘤学）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
a 3d bioprinted material that recapitulates the perivascular bone marrow structure for sustained hematopoietic and cancer models,A 3D Bioprinted Material That Recapitulates the Perivascular Bone Marrow Structure for Sustained Hematopoietic and Cancer Models,POLYMERS,journalArticle,8HLZZQ59,Moore 等 - 2021 - A 3D Bioprinted Material That Recapitulates the Perivascular Bone Marrow Structure for Sustained Hem.pdf,EXCLUDE,该研究主题为3D生物打印骨髓模型，属于组织工程/材料学领域，而非口腔医学任一学科；且证据中出现的 ImageJ 仅用于二维图像测量，未体现用于3D数据处理、分析、建模或测量。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为3D生物打印骨髓模型，属于组织工程/材料学领域，而非口腔医学任一学科；且证据中出现的 ImageJ 仅用于二维图像测量，未体现用于3D数据处理、分析、建模或测量。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
periodontium derived fibroblasts as a model to evaluate inflammation and pharmacological modulation of osteogenesis and osteoclast formation,Periodontium-derived fibroblasts as a model to evaluate inflammation and pharmacological modulation of osteogenesis and osteoclast formation,FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY,journalArticle,BTMYCI59,de Vries 等 - 2026 - Periodontium-derived fibroblasts as a model to evaluate inflammation and pharmacological modulation.pdf,EXCLUDE,"证据片段中唯一出现的软件名是""Created by https://www.biorender.com/""，属于绘图工具而非用于3D数据处理/分析/建模/测量的具名第三方非牙科3D软件；其余内容均为对他人3D培养研究的讨论与引用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中唯一出现的软件名是""Created by https://www.biorender.com/""，属于绘图工具而非用于3D数据处理/分析/建模/测量的具名第三方非牙科3D软件；其余内容均为对他人3D培养研究的讨论与引用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3d in vitro ibd disease model for high throughput drug screening,Fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3D in-vitro IBD disease model for high throughput drug screening,BIOFABRICATION,journalArticle,XQQ4EMYY,Kumari 等 - 2025 - Fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3D in-vit.pdf,EXCLUDE,该文献主题为肠道体外疾病模型与药物筛选（IBD disease model），不属于口腔医学任一学科；且证据片段中仅提及 BioRender 绘图工具，未显示该研究自身使用具名第三方非牙科3D软件进行3D数据处理。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为肠道体外疾病模型与药物筛选（IBD disease model），不属于口腔医学任一学科；且证据片段中仅提及 BioRender 绘图工具，未显示该研究自身使用具名第三方非牙科3D软件进行3D数据处理。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients a controlled clinical trial,Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,BMC ORAL HEALTH,journalArticle,6J23L4DI,Dohiem 等 - 2022 - Digital assessment of the accuracy of implant impression techniques in free end saddle partially ede.pdf,EXCLUDE,"证据片段仅泛泛提及""computer-aided design software""和""special 3D inspection and metrology software""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合标准的具名软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""computer-aided design software""和""special 3D inspection and metrology software""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合标准的具名软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
cmf net craniomaxillofacial landmark localization on cbct images using geometric constraint and transformer,CMF-Net: craniomaxillofacial landmark localization on CBCT images using geometric constraint and transformer,PHYSICS IN MEDICINE AND BIOLOGY,journalArticle,GY8ZSQRM,Lu 等 - 2023 - CMF-Net craniomaxillofacial landmark localization on CBCT images using geometric constraint and tra.pdf,EXCLUDE,"该研究提出自研的端到端深度学习框架 CMF-Net（""we propose a trainable end-to-end cephalometric landmark localization framework... referred to as CMF-Net""），证据片段中仅泛泛提及 U-Net、transformer 等自建网络及他人研究，未出现该研究自身使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出自研的端到端深度学习框架 CMF-Net（""we propose a trainable end-to-end cephalometric landmark localization framework... referred to as CMF-Net""），证据片段中仅泛泛提及 U-Net、transformer 等自建网络及他人研究，未出现该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
automated segmentation of head ct scans for computer assisted craniomaxillofacial surgery applying a hierarchical patch based stack of convolutional neural networks,Automated segmentation of head CT scans for computer-assisted craniomaxillofacial surgery applying a hierarchical patch-based stack of convolutional neural networks,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,journalArticle,YPPZ6Q53,Steybe 等 - 2022 - Automated segmentation of head CT scans for computer-assisted craniomaxillofacial surgery applying a.pdf,EXCLUDE,"该研究使用的方法是自研的深度学习网络（""based on the patchwork toolbox, using a multiscale stack of 3D convolutional neural networks""），属于自编算法/代码，未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究使用的方法是自研的深度学习网络（""based on the patchwork toolbox, using a multiscale stack of 3D convolutional neural networks""），属于自编算法/代码，未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
computational design of a multi epitope vaccine against porphyromonas gingivalis,Computational Design of a Multi-Epitope Vaccine Against Porphyromonas gingivalis,FRONTIERS IN IMMUNOLOGY,journalArticle,UZP59EBY,Shaker 等 - 2022 - Computational Design of a Multi-Epitope Vaccine Against Porphyromonas gingivalis..pdf,EXCLUDE,该研究为免疫信息学疫苗设计，使用的工具（Robetta、PatchDock、FireDock、Amber v.20、PSIPRED、ERRAT 等）均为分子建模/对接/模拟服务器，并非用于口腔3D数据处理、分析、建模或测量的第三方非牙科3D软件；且主题为疫苗设计而非口腔医学3D应用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究为免疫信息学疫苗设计，使用的工具（Robetta、PatchDock、FireDock、Amber v.20、PSIPRED、ERRAT 等）均为分子建模/对接/模拟服务器，并非用于口腔3D数据处理、分析、建模或测量的第三方非牙科3D软件；且主题为疫苗设计而非口腔医学3D应用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fhd hybridnet a fuzzy hellinger distance guided hybrid deep learning framework for robust multiclass brain tumor classification,FHD-HybridNet: A fuzzy hellinger distance-guided hybrid deep learning framework for robust multiclass brain tumor classification,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,journalArticle,2DHJ2WE8,Asif 等 - 2026 - FHD-HybridNet A fuzzy hellinger distance-guided hybrid deep learning framework for robust multiclas.pdf,EXCLUDE,"该研究主题为脑肿瘤MRI分类（""brain tumor classification from MRI images""），不属于口腔医学任一学科；且其方法为自研深度学习框架（""FHD-HybridNet""），未使用具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为脑肿瘤MRI分类（""brain tumor classification from MRI images""），不属于口腔医学任一学科；且其方法为自研深度学习框架（""FHD-HybridNet""），未使用具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fabrication and in vitro characterization of novel hydroxyapatite scaffolds 3d printed using polyvinyl alcohol as a thermoplastic binder,Fabrication and In Vitro Characterization of Novel Hydroxyapatite Scaffolds 3D Printed Using Polyvinyl Alcohol as a Thermoplastic Binder,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,journalArticle,E92DLAGP,Thurzo 等 - 2022 - Fabrication and In Vitro Characterization of Novel Hydroxyapatite Scaffolds 3D Printed Using Polyvin.pdf,EXCLUDE,"证据片段中仅泛泛提及""CBCT segmentation""和""comparison of aligned segmented CBCT models""，未出现任何该研究自己使用的具名第三方非牙科3D软件名称。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅泛泛提及""CBCT segmentation""和""comparison of aligned segmented CBCT models""，未出现任何该研究自己使用的具名第三方非牙科3D软件名称。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
