record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
473,5TR3AEI5,Biomechanical Analysis of Prosthetic Designs Retained by Two or Four Implants in the Edentulous Mandible: A Three-Dimensional Finite Element Analysis,10.4103/njcp.njcp_918_24,Niger J Clin Pract,journalArticle,2025/09,2025,Prosthodontics,SolidWorks;CATIA;Mimics;ANSYS,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,biomechanicalanalysisofprostheticdesignsretainedbytwoorfourimplantsintheedentulousmandibleathreedimensionalfiniteelementanalysis,保留,,10.4103/njcp.njcp_918_24,unsure,2025,9.0,2025-H2,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['SolidWorks', 'CATIA', 'Mimics', 'ANSYS']",2025-H2,"['SolidWorks', 'CATIA', 'Mimics', 'ANSYS']",SolidWorks;CATIA;Mimics;ANSYS,保留,,computational,3,biomechanical analysis of prosthetic designs retained by two or four implants in the edentulous mandible a three dimensional finite element analysis,原始筛查
474,XSN8NLIH,Augmented Reality Navigation in Craniomaxillofacial/Head and Neck Surgery.,10.1002/oto2.70108,OTO Open,journalArticle,2025/06,2025,Oral and Maxillofacial Surgery,3D Slicer;Brainlab,Surgical Planning and Precise Implementation,USA,unsure,保留,未发现纳排问题,augmentedrealitynavigationincraniomaxillofacialheadandnecksurgery,保留,,10.1002/oto2.70108,unsure,2025,6.0,2025-H1,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],"['3D Slicer', 'Brainlab']",2025-H1,"['3D Slicer', 'Brainlab']",3D Slicer;Brainlab,保留,,clinical,1,augmented reality navigation in craniomaxillofacial head and neck surgery,原始筛查
475,XN2B2AFD,Biomechanical behavior of all-on-4 concept and alternative designs under different occlusal load configurations for completely edentulous mandible: a 3-D finite element analysis,10.1007/s10266-024-00941-1,Odontology,journalArticle,2024/10,2024,Prosthodontics,Rhinoceros;VRMesh,Surgical Planning and Precise Implementation / Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,biomechanicalbehaviorofallon4conceptandalternativedesignsunderdifferentocclusalloadconfigurationsforcompletelyedentulousmandiblea3dfiniteelementanalysis,保留,,10.1007/s10266-024-00941-1,unsure,2024,10.0,2024-H2,['Prosthodontics'],"['Surgical Planning and Precise Implementation', 'Biomechanical Analysis and Simulation']","['Rhinoceros', 'VRMesh']",2024-H2,"['Rhinoceros', 'VRMesh']",Rhinoceros;VRMesh,保留,,computational,3,biomechanical behavior of all on 4 concept and alternative designs under different occlusal load configurations for completely edentulous mandible a 3 d finite element analysis,原始筛查
476,V3VSUWJ5,Geometric Fidelity of Magnetic Resonance Imaging and Computed Tomography-Derived Virtual 3D Models of Porcine Cadaver Mandibles: Conventional Versus Artificial Intelligence-Based Segmentation,10.3290/j.ohpd.c_2365,Oral Health Prev Dent,journalArticle,2025,2025,Oral and Maxillofacial Surgery;Oral and Maxillofacial Radiology,Mimics;ImFusion,Image Segmentation and 3D Reconstruction / 3D Data Analysis and Accuracy Assessment,DEU,include,保留,未发现纳排问题,geometricfidelityofmagneticresonanceimagingandcomputedtomographyderivedvirtual3dmodelsofporcinecadavermandiblesconventionalversusartificialintelligencebasedsegmentation,保留,,10.3290/j.ohpd.c_2365,include,2025,,2025-?,"['Oral and Maxillofacial Surgery', 'Oral and Maxillofacial Radiology']","['Image Segmentation and 3D Reconstruction', '3D Data Analysis and Accuracy Assessment']","['Mimics', 'ImFusion']",unknown,"['Mimics', 'ImFusion']",Mimics;ImFusion,保留,,in_vitro,1,geometric fidelity of magnetic resonance imaging and computed tomography derived virtual 3d models of porcine cadaver mandibles conventional versus artificial intelligence based segmentation,原始筛查
478,AHMZVPPN,Virtual surgical planning and augmented reality for fixation of plate during Le Fort I osteotomy.,10.1007/s10006-025-01374-y,Oral Maxillofac Surg,journalArticle,2025/04,2025,Oral and Maxillofacial Surgery,Mimics;Geomagic Control X,Surgical Planning and Precise Implementation / 3D Data Analysis and Accuracy Assessment,JPN,include,保留,未发现纳排问题,virtualsurgicalplanningandaugmentedrealityforfixationofplateduringlefortiosteotomy,保留,,10.1007/s10006-025-01374-y,unsure,2025,4.0,2025-H1,['Oral and Maxillofacial Surgery'],"['Surgical Planning and Precise Implementation', '3D Data Analysis and Accuracy Assessment']","['Mimics', 'Geomagic Control X']",2025-H1,"['Mimics', 'Geomagic Control X']",Mimics;Geomagic Control X,保留,,clinical,2,virtual surgical planning and augmented reality for fixation of plate during le fort i osteotomy,原始筛查
479,J2CNNQSY,Accuracy of three-dimensional virtual simulation of the soft tissues of the face in OrtogOnBlender for correction of class II dentofacial deformities: an  uncontrolled experimental case-series study.,10.1007/s10006-020-00920-0,Oral Maxillofac Surg,journalArticle,2021/09,2021,Oral and Maxillofacial Surgery;Orthodontics,Blender,Morphological and Phenotypic Analysis,BRA,include,保留,未发现纳排问题,accuracyofthreedimensionalvirtualsimulationofthesofttissuesofthefaceinortogonblenderforcorrectionofclassiidentofacialdeformitiesanuncontrolledexperimentalcaseseriesstudy,保留,,10.1007/s10006-020-00920-0,include,2021,9.0,2021-H2,"['Oral and Maxillofacial Surgery', 'Orthodontics']",['Morphological and Phenotypic Analysis'],['Blender'],2021-H2,['Blender'],Blender,保留,,clinical,1,accuracy of three dimensional virtual simulation of the soft tissues of the face in ortogonblender for correction of class ii dentofacial deformities an uncontrolled experimental case series study,原始筛查
480,D9VEKSXK,A volumetric study of mandibular condyles in orthognathic patients by semiautomatic segmentation.,10.1007/s10006-021-00976-6,Oral Maxillofac Surg,journalArticle,2022/06,2022,Oral and Maxillofacial Surgery;Orthodontics,ITK-SNAP,Image Segmentation and 3D Reconstruction,DEU,include,保留,未发现纳排问题,avolumetricstudyofmandibularcondylesinorthognathicpatientsbysemiautomaticsegmentation,保留,,10.1007/s10006-021-00976-6,include,2022,6.0,2022-H1,"['Oral and Maxillofacial Surgery', 'Orthodontics']",['Image Segmentation and 3D Reconstruction'],['ITK-SNAP'],2022-H1,['ITK-SNAP'],ITK-SNAP,保留,,clinical,1,a volumetric study of mandibular condyles in orthognathic patients by semiautomatic segmentation,原始筛查
481,FIL9LNEE,Stackable Guides: Digital Workflows for Full Arch Dental Implant Rehabilitation.,10.1016/j.coms.2024.10.002,Oral Maxillofac Surg Clin North Am,journalArticle,2025/05,2025,Oral Implantology;Prosthodontics,Meshmixer,Digital Design and Manufacturing,USA,unsure,保留,未发现纳排问题,stackableguidesdigitalworkflowsforfullarchdentalimplantrehabilitation,保留,,10.1016/j.coms.2024.10.002,unsure,2025,5.0,2025-H1,"['Oral Implantology', 'Prosthodontics']",['Digital Design and Manufacturing'],['Meshmixer'],2025-H1,['Meshmixer'],Meshmixer,保留,,technical_note,4,stackable guides digital workflows for full arch dental implant rehabilitation,原始筛查
482,YUDZDAIE,Objective evaluation of orbito-zygomatic reconstruction with scapular tip free flaps to restore facial projection and orbital volume,10.1016/j.oraloncology.2021.105268,Oral Oncol,journalArticle,2021/06,2021,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,CAN,include,保留,未发现纳排问题,objectiveevaluationoforbitozygomaticreconstructionwithscapulartipfreeflapstorestorefacialprojectionandorbitalvolume,保留,,10.1016/j.oraloncology.2021.105268,unsure,2021,6.0,2021-H1,['Oral and Maxillofacial Surgery'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['Mimics'],2021-H1,['Mimics'],Mimics,保留,,clinical,1,objective evaluation of orbito zygomatic reconstruction with scapular tip free flaps to restore facial projection and orbital volume,原始筛查
483,N9ZAH6VU,Accuracy of formula-based volume and image segmentation-based volume in calculation of preoperative cystic jaw lesions' volume,10.1007/s11282-023-00731-5,Oral Radiol,journalArticle,2024/04,2024,Oral and Maxillofacial Radiology;Oral and Maxillofacial Surgery,Mimics;InVesalius,Morphological and Phenotypic Analysis,EGY,include,保留,未发现纳排问题,accuracyofformulabasedvolumeandimagesegmentationbasedvolumeincalculationofpreoperativecysticjawlesionsvolume,保留,,10.1007/s11282-023-00731-5,include,2024,4.0,2024-H1,"['Oral and Maxillofacial Radiology', 'Oral and Maxillofacial Surgery']",['Morphological and Phenotypic Analysis'],"['Mimics', 'InVesalius']",2024-H1,"['Mimics', 'InVesalius']",Mimics;InVesalius,保留,,clinical,1,accuracy of formula based volume and image segmentation based volume in calculation of preoperative cystic jaw lesions volume,原始筛查
484,82NRY6N3,Predicting craniofacial fibrous dysplasia growth status: an exploratory study of a hybrid radiomics and deep learning model based on computed tomography images.,10.1016/j.oooo.2024.11.002,Oral Surg Oral Med Oral Pathol Oral Radiol,journalArticle,2025/03,2025,Oral and Maxillofacial Radiology,3D Slicer,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,predictingcraniofacialfibrousdysplasiagrowthstatusanexploratorystudyofahybridradiomicsanddeeplearningmodelbasedoncomputedtomographyimages,保留,,10.1016/j.oooo.2024.11.002,include,2025,3.0,2025-H1,['Oral and Maxillofacial Radiology'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['3D Slicer'],2025-H1,['3D Slicer'],3D Slicer,保留,,computational,1,predicting craniofacial fibrous dysplasia growth status an exploratory study of a hybrid radiomics and deep learning model based on computed tomography images,原始筛查
485,SP7TFWTM,Automatic landmark identification in cone-beam computed tomography,10.1111/ocr.12642,Orthod Craniofac Res,journalArticle,2023/11,2023,Orthodontics,3D Slicer;ITK-SNAP,Morphological and Phenotypic Analysis,USA,include,保留,未发现纳排问题,automaticlandmarkidentificationinconebeamcomputedtomography,保留,,10.1111/ocr.12642,include,2023,11.0,2023-H2,['Orthodontics'],['Morphological and Phenotypic Analysis'],"['3D Slicer', 'ITK-SNAP']",2023-H2,"['3D Slicer', 'ITK-SNAP']",3D Slicer;ITK-SNAP,保留,,computational,1,automatic landmark identification in cone beam computed tomography,原始筛查
486,UHQE3CS7,Characterizing orthodontic tooth movement in real time using dental monitoring scans: A pilot study,10.1111/ocr.12717,Orthod Craniofac Res,journalArticle,2023/12,2023,Orthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,USA,include,保留,未发现纳排问题,characterizingorthodontictoothmovementinrealtimeusingdentalmonitoringscansapilotstudy,保留,,10.1111/ocr.12717,include,2023,12.0,2023-H2,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2023-H2,['GOM Inspect'],GOM Inspect,保留,,clinical,2,characterizing orthodontic tooth movement in real time using dental monitoring scans a pilot study,原始筛查
487,KDE2M5D3,Automated artificial intelligence-based three-dimensional comparison of orthodontic treatment outcomes with and without piezocision surgery,10.1111/ocr.12737,Orthod Craniofac Res,journalArticle,2024/04,2024,Orthodontics,3D Slicer,Morphological and Phenotypic Analysis,USA,exclude,保留,未发现纳排问题,automatedartificialintelligencebasedthreedimensionalcomparisonoforthodontictreatmentoutcomeswithandwithoutpiezocisionsurgery,保留,,10.1111/ocr.12737,unsure,2024,4.0,2024-H1,['Orthodontics'],['Morphological and Phenotypic Analysis'],['3D Slicer'],2024-H1,['3D Slicer'],3D Slicer,保留,,clinical,1,automated artificial intelligence based three dimensional comparison of orthodontic treatment outcomes with and without piezocision surgery,原始筛查
488,NYKRJAXL,"Euler-angle norms for tooth rotation, torque and tip",10.1111/ocr.12848,Orthod Craniofac Res,journalArticle,2025/02,2025,Orthodontics,Geomagic (unspecified),Morphological and Phenotypic Analysis,DEU,exclude,保留,未发现纳排问题,euleranglenormsfortoothrotationtorqueandtip,保留,,10.1111/ocr.12848,unsure,2025,2.0,2025-H1,['Orthodontics'],['Morphological and Phenotypic Analysis'],['Geomagic (unspecified)'],2025-H1,['Geomagic (unspecified)'],Geomagic (unspecified),保留,,clinical,1,euler angle norms for tooth rotation torque and tip,原始筛查
489,UVUY86IG,Smartphone-based scans of palate models of newborns with cleft lip and palate: Outlooks for three-dimensional image capturing and machine learning plate tool,10.1111/ocr.12859,Orthod Craniofac Res,journalArticle,2025/02,2025,Oral and Maxillofacial Surgery,KIRI Engine;Scaniverse;Blender;CloudCompare,3D Data Analysis and Accuracy Assessment,BRA,include,保留,未发现纳排问题,smartphonebasedscansofpalatemodelsofnewbornswithcleftlipandpalateoutlooksforthreedimensionalimagecapturingandmachinelearningplatetool,保留,,10.1111/ocr.12859,include,2025,2.0,2025-H1,['Oral and Maxillofacial Surgery'],['3D Data Analysis and Accuracy Assessment'],"['KIRI Engine', 'Scaniverse', 'Blender', 'CloudCompare']",2025-H1,"['KIRI Engine', 'Scaniverse', 'Blender', 'CloudCompare']",KIRI Engine;Scaniverse;Blender;CloudCompare,保留,,in_vitro,2,smartphone based scans of palate models of newborns with cleft lip and palate outlooks for three dimensional image capturing and machine learning plate tool,原始筛查
490,BTRBWGA4,CBCT-based volumetric assessment of the maxillary sinus in temporomandibular disorder: Integration of morphometric analysis and classical machine learning classification,10.1371/journal.pone.0343691,PLoS One,journalArticle,2026/03,2026,Oral and Maxillofacial Radiology;Temporomandibular Joint Disorders,3D Slicer,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,TUR,include,保留,未发现纳排问题,cbctbasedvolumetricassessmentofthemaxillarysinusintemporomandibulardisorderintegrationofmorphometricanalysisandclassicalmachinelearningclassification,保留,,10.1371/journal.pone.0343691,include,2026,3.0,2026-H1,"['Oral and Maxillofacial Radiology', 'Temporomandibular Joint Disorders']","['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['3D Slicer'],2026-H1,['3D Slicer'],3D Slicer,保留,,clinical,1,cbct based volumetric assessment of the maxillary sinus in temporomandibular disorder integration of morphometric analysis and classical machine learning classification,原始筛查
491,NBS4IYNK,Automatic multi-anatomical skull structure segmentation of cone-beam computed tomography scans using 3D UNETR,10.1371/journal.pone.0275033,PLoS One,journalArticle,2022/10,2022,Orthodontics;Oral and Maxillofacial Surgery,3D Slicer;ITK-SNAP,Image Segmentation and 3D Reconstruction,CHE,include,保留,未发现纳排问题,automaticmultianatomicalskullstructuresegmentationofconebeamcomputedtomographyscansusing3dunetr,保留,,10.1371/journal.pone.0275033,unsure,2022,10.0,2022-H2,"['Orthodontics', 'Oral and Maxillofacial Surgery']",['Image Segmentation and 3D Reconstruction'],"['3D Slicer', 'ITK-SNAP']",2022-H2,"['3D Slicer', 'ITK-SNAP']",3D Slicer;ITK-SNAP,保留,,computational,1,automatic multi anatomical skull structure segmentation of cone beam computed tomography scans using 3d unetr,原始筛查
492,SCQPUB64,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,10.1097/GOX.0000000000004149,Plast Reconstr Surg Glob Open,journalArticle,2022/02,2022,Oral and Maxillofacial Surgery,Mimics,Surgical Planning and Precise Implementation,CHN,exclude,保留,未发现纳排问题,repairingfacialfractureswithinterruptedmaxillarymandibulararchesbycomputerassistedreverseplanningmodelsurgery,保留,,10.1097/gox.0000000000004149,unsure,2022,2.0,2022-H1,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],['Mimics'],2022-H1,['Mimics'],Mimics,保留,,clinical,1,repairing facial fractures with interrupted maxillary mandibular arches by computer assisted reverse planning model surgery,原始筛查
