_nt,Title,期刊,Item Type,流程原因,命中软件,判定,理由,原始返回
mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,Mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,CLINICAL ORAL INVESTIGATIONS,journalArticle,No non-dental 3D software identified,Geomagic Studio,E1,该研究为口腔颌面外科原创研究，全文明确将分割的髁突模型导入Geomagic Studio软件计算体积，属于本研究自身使用非牙科专用3D软件进行3D数据处理。,"【判定】: E1
【理由】: 该研究为口腔颌面外科原创研究，全文明确将分割的髁突模型导入Geomagic Studio软件计算体积，属于本研究自身使用非牙科专用3D软件进行3D数据处理。"
effect of different cad cam milling and 3d printing digital fabrication techniques on the accuracy of pmma working models and vertical marginal fit of pmma provisional dental prosthesis an in vitro study,Effect of Different CAD/CAM Milling and 3D Printing Digital Fabrication Techniques on the Accuracy of PMMA Working Models and Vertical Marginal Fit of PMMA Provisional Dental Prosthesis: An In Vitro Study,POLYMERS,journalArticle,No non-dental 3D software identified,3-Matic; Geomagic; Geomagic Control X,E1,该体外研究属口腔修复学，全文明确使用非牙科3D软件Geomagic Control X进行STL模型叠加与3D精度分析，且为2022年发表的原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该体外研究属口腔修复学，全文明确使用非牙科3D软件Geomagic Control X进行STL模型叠加与3D精度分析，且为2022年发表的原创研究，符合全部纳入标准。"
evaluation of root angulations through panoramic films using artificial intelligence,Evaluation of Root Angulations Through Panoramic Films Using Artificial Intelligence,DIAGNOSTICS,journalArticle,No non-dental 3D software identified,3D Slicer,E1,该研究属口腔正畸/放射领域原创研究，且全文明确说明由经验丰富的检查者使用非牙科专用软件 3D Slicer（version 5.8.1）进行手动测量作为参考标准。,"【判定】: E1
【理由】: 该研究属口腔正畸/放射领域原创研究，且全文明确说明由经验丰富的检查者使用非牙科专用软件 3D Slicer（version 5.8.1）进行手动测量作为参考标准。"
microrobotics for precision biofilm diagnostics and treatment,Microrobotics for Precision Biofilm Diagnostics and Treatment,JOURNAL OF DENTAL RESEARCH,journalArticle,No non-dental 3D software identified,MATLAB; SolidWorks,E1,该原创研究属口腔医学（牙根管生物膜治疗），且全文明确使用SolidWorks设计3D打印模具、MATLAB用于建模分析，符合非牙科3D软件用于3D数据处理/建模的纳入标准。,"【判定】: E1
【理由】: 该原创研究属口腔医学（牙根管生物膜治疗），且全文明确使用SolidWorks设计3D打印模具、MATLAB用于建模分析，符合非牙科3D软件用于3D数据处理/建模的纳入标准。"
three dimensional finite element analysis of full arch implant supported dental restorations complete vs segmented frameworks,Three-dimensional finite element analysis of full-arch implant-supported dental restorations: complete vs. segmented frameworks,FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,journalArticle,No non-dental 3D software identified,ANSYS,E1,该研究为口腔种植修复领域的原创有限元研究，全文明确使用非牙科专用软件ANSYS Workbench 19R1进行3D建模与分析，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究为口腔种植修复领域的原创有限元研究，全文明确使用非牙科专用软件ANSYS Workbench 19R1进行3D建模与分析，符合全部纳入标准。"
randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,Randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,SCIENTIFIC REPORTS,journalArticle,No non-dental 3D software identified,Mimics,E1,该随机交叉研究属口腔颌面外科主题，全文明确将 Materialise Mimics（非牙科专用3D软件）作为工作站分割工具用于本研究，且为同行评审原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该随机交叉研究属口腔颌面外科主题，全文明确将 Materialise Mimics（非牙科专用3D软件）作为工作站分割工具用于本研究，且为同行评审原创研究，符合全部纳入标准。"
an open source ai tool for predicting cephalometric measurements from clinical data and photographic images,An open-source AI tool for predicting cephalometric measurements from clinical data and photographic images,BMC ORAL HEALTH,journalArticle,No non-dental 3D software identified,MeshMixer,E1,该原创研究属口腔正畸主题，且全文明确将非牙科3D软件MeshMixer用于处理口内扫描数据以训练预测模型。,"【判定】: E1
【理由】: 该原创研究属口腔正畸主题，且全文明确将非牙科3D软件MeshMixer用于处理口内扫描数据以训练预测模型。"
in vivo trueness and precision of full arch implant scans using intraoral scanners with three different acquisition protocols,In vivo trueness and precision of full-arch implant scans using intraoral scanners with three different acquisition protocols,JOURNAL OF DENTISTRY,journalArticle,No non-dental 3D software identified,Geomagic Control; Geomagic Control X; Geomagic Design X,E1,该研究为口腔种植领域的原创研究，全文明确使用非牙科专用3D软件Geomagic Design X和Geomagic Control X进行CAD去特征与基准对齐分析。,"【判定】: E1
【理由】: 该研究为口腔种植领域的原创研究，全文明确使用非牙科专用3D软件Geomagic Design X和Geomagic Control X进行CAD去特征与基准对齐分析。"
combining 3d multi object reconstruction with finite element analysis for accurate dental modelling and restoration,Combining 3D Multi-Object Reconstruction with Finite Element Analysis for Accurate Dental Modelling and Restoration,INTERNATIONAL DENTAL JOURNAL,journalArticle,No non-dental 3D software identified,ANSYS; MATLAB; Patran; ansys,E1,"该研究为牙科修复建模的原创研究，全文明确使用ANSYS进行3D实体网格划分与有限元分析（""generating 3D solid meshes...using ANSYS""），符合非牙科专用3D软件用于建模分析且主题属口腔医学。","【判定】: E1
【理由】: 该研究为牙科修复建模的原创研究，全文明确使用ANSYS进行3D实体网格划分与有限元分析（""generating 3D solid meshes...using ANSYS""），符合非牙科专用3D软件用于建模分析且主题属口腔医学。"
mechanical performance of chairside ceramic cad cam restorations and zirconia abutments with different internal implant connections in vitro study and finite element analysis,Mechanical Performance of Chairside Ceramic CAD/CAM Restorations and Zirconia Abutments with Different Internal Implant Connections: In Vitro Study and Finite Element Analysis,MATERIALS,journalArticle,No non-dental 3D software identified,ANSYS; Ansys; Solidworks,E1,该研究为口腔种植修复领域的体外原创研究，全文明确使用非牙科专用3D软件 SolidWorks 2019 建模并导入 ANSYS Workbench 2019 进行有限元分析，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究为口腔种植修复领域的体外原创研究，全文明确使用非牙科专用3D软件 SolidWorks 2019 建模并导入 ANSYS Workbench 2019 进行有限元分析，符合全部纳入标准。"
skeletal facial asymmetry reliability of manual and artificial intelligence driven analysis,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,No non-dental 3D software identified,OsiriX,E1,该研究属口腔颌面放射领域，全文明确使用非牙科3D软件 OsiriX MD v.13.1 进行手动3D测量，且为原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究属口腔颌面放射领域，全文明确使用非牙科3D软件 OsiriX MD v.13.1 进行手动3D测量，且为原创研究，符合全部纳入标准。"
a method based on 3d affine alignment for the quantification of palatal expansion,A method based on 3D affine alignment for the quantification of palatal expansion,PLOS ONE,journalArticle,No non-dental 3D software identified,MeshLab; Meshlab,E1,该研究属口腔正畸领域原创研究，明确将方法实现为开源非牙科3D软件MeshLab的扩展包并用于3D数字模型对齐分析。,"【判定】: E1
【理由】: 该研究属口腔正畸领域原创研究，明确将方法实现为开源非牙科3D软件MeshLab的扩展包并用于3D数字模型对齐分析。"
direction oriented fiber guiding with a tunable tri layer 3d scaffold for periodontal regeneration,Direction-oriented fiber guiding with a tunable tri-layer-3D scaffold for periodontal regeneration,RSC ADVANCES,journalArticle,No non-dental 3D software identified,VGStudio Max; mimics,E1,"该原创研究在牙周再生支架的micro-CT数据分析中明确使用了非牙科3D软件VGStudio Max 2.2.6（""VGStudio Max 2.2.6 software was used to analyze the data""），符合纳入标准。","【判定】: E1
【理由】: 该原创研究在牙周再生支架的micro-CT数据分析中明确使用了非牙科3D软件VGStudio Max 2.2.6（""VGStudio Max 2.2.6 software was used to analyze the data""），符合纳入标准。"
effect of different storage conditions on dimensional accuracy of 3d printed dental models,Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,No non-dental 3D software identified,Geomagic; Geomagic Control X,E1,该研究属口腔修复学主题，全文明确使用非牙科专用3D软件 Geomagic Control X 对打印牙模STL进行配准与偏差分析，且为原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究属口腔修复学主题，全文明确使用非牙科专用3D软件 Geomagic Control X 对打印牙模STL进行配准与偏差分析，且为原创研究，符合全部纳入标准。"
the cumulative effect of error in the digital workflow for complete arch implant supported frameworks an in vitro study,The cumulative effect of error in the digital workflow for complete-arch implant-supported frameworks: An in vitro study,CLINICAL ORAL IMPLANTS RESEARCH,journalArticle,No non-dental 3D software identified,Calypso; Geomagic; Geomagic Control,E1,该研究为口腔种植领域的原创体外研究，全文明确使用非牙科专用3D检测软件Geomagic Control 2014对扫描STL文件进行精度分析，符合纳入标准。,"【判定】: E1
【理由】: 该研究为口腔种植领域的原创体外研究，全文明确使用非牙科专用3D检测软件Geomagic Control 2014对扫描STL文件进行精度分析，符合纳入标准。"
