Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
Spontaneous dental implant macro-migration in low-density bone: An 8-year case report.,spontaneous dental implant macro migration in low density bone an 8 year case report,BBL5YC5J,10.1002/cap.70072,Clinical advances in periodontics,journalArticle,2026/4/30,2026,Oral Implantology,Fiji/ImageJ,3D Data Analysis and Accuracy Assessment,TWN,case_report,"radiographs were analyzed using open-source software (Fiji/ImageJ, version 1.53, National Institutes of Health, Bethesda, MD, USA). Digital image registration was performed using the Scale-Invariant Feature Transform (SIFT) algorithm—a high-precision feature-matching technique within the Linear Stack Alignment plugin",Crossref
Effect of platform design of dental implant abutment on loosening and fatigue performance,effect of platform design of dental implant abutment on loosening and fatigue performance,WS7EVNAT,10.1016/j.engfailanal.2024.109134,ENGINEERING FAILURE ANALYSIS,journalArticle,2025/2/1,2025,Oral Implantology,SolidWorks;ANSYS Workbench,Biomechanical Analysis and Simulation,CHN,computational,"a 3D model was created using SolidWorks software... Subsequently, the 3D model and its corresponding material properties were imported into Ansys Workbench software for FEA.",全文机构
Clinical evaluation of a one-piece polyetheretherketone removable partial denture fabricated using a novel digital workflow: A self-controlled clinical trial,clinical evaluation of a one piece polyetheretherketone removable partial denture fabricated using a novel digital workflow a self controlled clinical trial,D9FTATP8,10.1111/jopr.13907,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,24-Oct,2024,Prosthodontics,Geomagic Studio,Digital Design and Manufacturing,CHN,clinical,"""the thicknesses of the denture base and major connector were thickened to meet the resistance requirements of PEEK material in the reverse engineering software program (Geomagic ... Studio 2013, Raindrop Geomagic Inc., NC, USA)""",Crossref
Effect of preparation design and scan pattern on the accuracy of intraoral scans for complete arch laminate veneers under simulated intraoral variables,effect of preparation design and scan pattern on the accuracy of intraoral scans for complete arch laminate veneers under simulated intraoral variables,X6ATHIVM,10.1111/jerd.13276,JOURNAL OF ESTHETIC AND RESTORATIVE DENTISTRY,journalArticle,24-Oct,2024,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,TUR,in_vitro,"Assessment of accuracy was conducted with a 3D software analysis program (Geomagic Control X 2022.1; 3D Systems, Rock Hill, USA).",Crossref
Estimating Reference Shape Model for Personalized Surgical Reconstruction of Craniomaxillofacial Defects,estimating reference shape model for personalized surgical reconstruction of craniomaxillofacial defects,VTPR5HZL,10.1109/TBME.2020.2990586,IEEE Transactions on Biomedical Engineering,journalArticle,21-Feb,2021,Oral and Maxillofacial Surgery,Blender,Surgical Planning and Precise Implementation,USA,computational,The simulation was performed by the surgeon using the open-source Blender software,全文机构
"Fractured Full-Arch Tooth-Supported Zirconia Bridge: Thin Design, Surface Damage, and Excessive Cement Layer Thickness.",fractured full arch tooth supported zirconia bridge thin design surface damage and excessive cement layer thickness,JANGC8LD,10.3390/reports9010049,Reports (MDPI),journalArticle,2026/2/2,2026,Prosthodontics,Rhinoceros,3D Data Analysis and Accuracy Assessment,NLD,case_report,"The digital file was imported into a Computer-Aided Design (CAD) software (Rhinoceros, Version 5.0, Robert McNeel & Associates, 2012), where a detailed inspection of the bridge design was conducted. Perpendicular cross-sectional cut planes were created through each abutment tooth to evaluate the preparation geometry and thickness.",Crossref
Influence of Transmucosal Contour on Peri-Implant Soft Tissue Dimensions: A Cross-Sectional Study in Posterior Single-Tooth Implants.,influence of transmucosal contour on peri implant soft tissue dimensions a cross sectional study in posterior single tooth implants,WMEDMW72,10.1111/jerd.70106,Journal of esthetic and restorative dentistry : official publication of the American Academy of Esthetic Dentistry ... [et al.],journalArticle,26-May,2026,Oral Implantology,Geomagic Control X;AutoCAD,3D Data Analysis and Accuracy Assessment,KOR,clinical,"Measurements and analyses were conducted using a CAD program (Geomagic Control X; 3D Systems, SC, USA) capable of three-dimensional analysis in Stereo Lithography (STL) file format. ... CAD software (AutoCAD 2025; Autodesk, CA, USA) was used to measure the crown areas (ACr) and soft tissue areas (ASt).",Crossref
The link between abutment configuration and marginal bone loss in subcrestally placed posterior implant-supported restorations,the link between abutment configuration and marginal bone loss in subcrestally placed posterior implant supported restorations,JILIPTM5,10.1016/j.prosdent.2025.01.010,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,25-Dec,2025,Oral Implantology,AutoCAD,3D Data Analysis and Accuracy Assessment,KOR,clinical,Marginal bone levels were assessed by measuring the distance between the implant shoulder and the first bone-to-implant contact using a CAD program (AutoCAD 2024; Autodesk).,全文机构
Predicting site-specific alveolar bone remodeling in class III decompensation: a preliminary study based on a data-driven RBF framework.,predicting site specific alveolar bone remodeling in class iii decompensation a preliminary study based on a data driven rbf framework,WY9YT5C5,10.1186/s12903-026-09029-4,BMC oral health,journalArticle,2026/6/23,2026,Orthodontics,Mimics,Image Segmentation and 3D Reconstruction,CHN,computational,"The acquired Digital Imaging and Communications in Medicine (DICOM) datasets were reconstructed in three dimensions using Mimics software (version 21.0; Materialise Mimics Medical, Leuven, Belgium). / After importing the DICOM datasets into Mimics software, grayscale thresholds were adjusted...",全文机构
Objective characterization of dental occlusal and fissure morphologies: Method development and exploratory analysis,objective characterization of dental occlusal and fissure morphologies method development and exploratory analysis,LSHIDCRW,10.1016/j.archoralbio.2023.105623,ARCHIVES OF ORAL BIOLOGY,journalArticle,23-Mar,2023,Orthodontics,MeshLab;Geomagic Wrap,3D Data Analysis and Accuracy Assessment,USA,clinical,"""were processed using MeshLab (Dolphin Imaging and Management Solutions, Chatsworth, CA, USA) and Geomagic Wrap (ISTI-CNR, Rome, Italy)""；""Full-arch, intraoral 3D scans (Standard Triangle Language format) were imported into MeshLab""；""Cropping tools within Geomagic Wrap software were used to remove all scan""",全文机构
Effect of peri-implant bone resorption on mechanical stress in the implant body: In vivo measured load-based finite element analysis,effect of peri implant bone resorption on mechanical stress in the implant body in vivo measured load based finite element analysis,NJ5KK25B,10.1111/joor.13097,JOURNAL OF ORAL REHABILITATION,journalArticle,20-Dec,2020,Oral Implantology,SolidWorks,Biomechanical Analysis and Simulation,JPN,computational,The 3D models of the implant components and simplified bony housing were created by using Computer-Aided Design software (Solidworks; Solidworks Corp.) for this FEA,Crossref
Accuracy and generalizability of an open-source deep learning model for facial bone segmentation on CT and CBCT scans: An ex vivo study.,accuracy and generalizability of an open source deep learning model for facial bone segmentation on ct and cbct scans an ex vivo study,W32UUZHY,10.1016/j.jdent.2026.106663,Journal of dentistry,journalArticle,26-Jul,2026,Orthodontics,ITK-SNAP,Image Segmentation and 3D Reconstruction,GRC,in_vitro,"All tomographic DICOM datasets were converted to Neuroimaging Informatics Technology Initiative (NIfTI) format using ITK-Snap software (v. 4.0.1, http://www.itksnap.org/)",全文机构
Development of an Automatic Computer Program to Determine the Optimal Dental Implant Size and Position for Fibula Free Flap Surgery.,development of an automatic computer program to determine the optimal dental implant size and position for fibula free flap surgery,7M8ERVJ3,10.3390/cmtr18040046,Craniomaxillofacial trauma & reconstruction,journalArticle,25-Dec,2025,Oral and Maxillofacial Surgery,MATLAB,Surgical Planning and Precise Implementation,HKG,computational,"""A customized computer program was developed using MATLAB.""",Crossref
Influence of different education approaches on the implantation performance of dental practitioners in aesthetic zone.,influence of different education approaches on the implantation performance of dental practitioners in aesthetic zone,ZPHWMMKX,10.1002/jdd.13130,Journal of dental education,journalArticle,23-Mar,2023,Oral Implantology,Geomagic Studio,3D Data Analysis and Accuracy Assessment,CHN,educational,"the virtual surgical model was superimposed with the virtual master model by using 3D analysis software (Geomagic Studio, Raindrop, USA) to complete the position comparison of the inserted and planned implant.",Crossref
Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants: a three-dimensional finite element analysis,biomechanical effect of implant thickness and screw diameter on cfr peek subperiosteal implants a three dimensional finite element analysis,FIMEVJK3,10.1038/s41598-026-49671-0,SCIENTIFIC REPORTS,journalArticle,2026/4/24,2026,Oral Implantology,3D Slicer;Blender;ALTAIR HyperMesh,Biomechanical Analysis and Simulation,TUR,computational,"""CT data of the maxilla were segmented using 3D Slicer software... The model was subsequently imported into Blender software... for refinement""; ""the evaluated subperiosteal implant systems were three-dimensionally designed using Blender software""; ""mesh interfaces were aligned and optimized using ALTAIR HyperMesh software""",全文机构
A digital workflow for pair matching of maxillary anterior teeth using a 3D segmentation technique for esthetic implant restorations,a digital workflow for pair matching of maxillary anterior teeth using a 3d segmentation technique for esthetic implant restorations,MZH3CXYR,10.1038/s41598-022-18652-4,SCIENTIFIC REPORTS,journalArticle,2022/8/23,2022,Prosthodontics,3D Slicer;MeshLab,Image Segmentation and 3D Reconstruction,KOR,computational,"""By using STL data segmentation software (3D Slicer, Version 4.10.2; Surgical Planning Laboratory, Boston, MA, USA), the anatomies of interest (crown and emergence profile) in the DICOM images were segmented, and then the data were exported to STL files"" ; ""the HD ... was measured using MeshLab software (ISTI-CNR, Pisa, Italy)""",全文机构
Dynamic navigation for prosthetically driven zygomatic implant placement in extensive maxillary defects: Results of a prospective case series,dynamic navigation for prosthetically driven zygomatic implant placement in extensive maxillary defects results of a prospective case series,JYJSMM4M,10.1111/cid.13101,CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH,journalArticle,22-Aug,2022,Oral and Maxillofacial Surgery,iPlan Navigator (BrainLAB),Surgical Planning and Precise Implementation,CHN,clinical,"""data including the precise position of the zygomatic implant in the zygomatic bone and implant length were exported as STL data and imported into the planning software of a commercially available navigation system (iPlan Navigator, BrainLAB AG, Heimstetten, Germany)""",Crossref
