序号,Key,Title,优势,挑战,缺口,原始返回
581,WQU7Y7H4,Assessing the Effect of Interimplant Distance and Angle on Different Impression Techniques,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
576,CC9R3U63,Is All-on-four effective in case of partial mandibular resection? A 3D finite element study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
577,QX8DEXZK,Development of an experimental model for assessment of palatal tissue decomposition by intraoral scanner.,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
579,XXD237D5,Ortho-OPD: An Automatic Osteotomy Planes Design Model for Orthognathic Surgery Based on Deep Learning,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
578,26HSVAMX,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
582,S22NI99I,The impact of mixed reality training method on novice trainees of dental implants: an in vitro study,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
585,AAF545N2,Evaluation of Root Angulations Through Panoramic Films Using Artificial Intelligence,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
580,4QDY3R9M,Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision and Fitting Accuracy,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
583,7YA2AMRR,Sex and age biological variation of the mandible in a Portuguese population- a forensic and medico-legal approaches with three-dimensional analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
584,SJNPSVRX,Virtual reality and 3D printing in head and neck cancer: an educational experience,"A1,A5",C9,G4,"【优势】: A1, A5
【挑战】: C9
【缺口】: G4"
588,LIFEJWBH,Combining 3D Multi-Object Reconstruction with Finite Element Analysis for Accurate Dental Modelling and Restoration,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
586,YTX9I6KD,Precise sparse-view dental crown reconstruction via 3D Gaussian neural fields,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
587,6P4BE843,Influence of age-related changes on crack growth trajectories and toughening mechanisms in human dentin,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
590,ATX75SMI,Evaluation of trueness and precision of removable partial denture metal frameworks manufactured with digital technology and different materials,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
591,SE8L9A5N,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
589,KJ67GB6M,Lateral stress distribution analysis on hafnium metal bar for implant superstructure- A finite element analysis.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
592,2U8ZWJEZ,Accuracy evaluation of dental CBCT and scanned model registration method based on pulp horn mapping surface: an in vitro proof-of-concept,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
596,69LQ9WZ4,Accuracy of Static Computer- Assisted Implant Placement in Posterior Edentulous Areas with Different Levels of Tooth- Support by Novice Clinicians.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
594,52HGP6QH,An application framework of 3D assessment image registration accuracy and untouched surface area in canal instrumentation laboratory research with micro-computed tomography,"A2,A3,A5,A6",C9,"G1,G3","【优势】: A2, A3, A5, A6
【挑战】: C9
【缺口】: G1, G3"
597,4SXNSXGG,Geometric accuracy of magnetic resonance imaging-derived virtual 3-dimensional bone surface models of the mandible in comparison to computed tomography and cone beam computed tomography: A porcine cadaver study,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
593,96FVBXB8,Enlarge the Error Prediction Dataset in 3-D Printing: An Unsupervised Dental Crown Mesh Generator,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
595,4JN55E2T,"Comparison between relining of ill-fitted maxillary complete denture versus CAD/CAM milling of new one regarding patient satisfaction, denture retention and adaptation","A3,A5",C9,G4,"【优势】: A3, A5
【挑战】: C9
【缺口】: G4"
598,E84ZXP9F,Three-Dimensional Hemisided Analysis of the Pharyngeal Airway: A Novel Technical Strategy to Evaluate Asymmetric Remodeling After Orthognathic Surgery,"A2,A6",C4,G4,"【优势】: A2, A6
【挑战】: C4
【缺口】: G4"
603,WWG3SIDR,Development and validation of a robotic system for milling individualized jawbone cavities in oral and maxillofacial surgery,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
601,6DBVHM5M,A micro-CT-integrated 3D simulation framework reveals fluid transport mechanisms and void dynamics in root canal biomaterials,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
599,E3EJX7HU,Digital Workflow with Open-Source CAD-CAM Software Aimed to Design a Customized 3D Laser-Printed Titanium Mesh for Guided Bone Regeneration,"A1,A3,A5",C4,G1,"【优势】: A1, A3, A5
【挑战】: C4
【缺口】: G1"
600,S2SASU6I,Evaluation of Zirconia and High Performance Polymer Abutment Surface Roughness and Stress Concentration for Implant-Supported Fixed Dental Prostheses,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
602,ZMQU8EMV,Biomechanical analysis of All-on-4 implant supported framework using different materials across various clinical practice,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
605,F998RIHV,Clinical efficacy of maxillary digital removable partial dentures based on direct intraoral scanning and selective laser melting technology: a double-blind randomized controlled crossover clinical trial,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
604,W2SGSLB2,A novel digital and visualized guided bone regeneration procedure and digital precise bone augmentation: A case series,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
606,X8S8V6W9,Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
607,K9ID822E,Does Printing Orientation Matter in PolyJet 3D Printed Teeth for Endodontics? A Micro-CT Analysis,A9,C4,G4,"【优势】: A9
【挑战】: C4
【缺口】: G4"
609,ZF4BBLEI,Effect of Palatal Vault Depth on the Trueness of Metal Laser-Sintered and Cast Cobalt-Chromium Removable Partial Denture Frameworks,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
611,CLHU5JFE,"An open-source, three-dimensional growth model of the mandible.","A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
608,R7BP6AWA,Three-dimensional facial volume analysis using algorithm-based personalized aesthetic templates,"A1,A6",C9,G4,"【优势】: A1, A6
【挑战】: C9
【缺口】: G4"
614,5Q98LR84,pH-responsive polydopamine-coated mesoporous silica nanoplatform integrated into 3D-printed PLA/nHA scaffolds for synergistic bone regeneration,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
612,K9R7DQR7,"Effect of printing technology, layer height, and orientation on assessment of 3D-printed models.",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
610,RC9HDKWL,"Individual, High-Precision 3D Mandibular Model for Finite Element Analysis of Three-Unit Bridges: A Biomechanical Pilot Study.","A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
613,QJG6B55I,"Semi-automated three-dimensional analysis of maxillary anomalies in patients with Muenke syndrome, Saethre-Chotzen syndrome or TCF12-related craniosynostosis: A  retrospective study.","A5,A6",C9,G4,"【优势】: A5, A6
【挑战】: C9
【缺口】: G4"
616,BRDTGEI3,Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
618,4CWA53IE,Wear at the implant-framework interface between titanium implant platform and the additively manufactured titanium and cobalt-chromium frameworks,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
619,27GSFABH,Complete 3D Kinematics Parameters of the Temporo-Mandibular Joints Using in Vivo Data Fusion,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
615,7IYSLJJL,"TIP, TORQUE & ROTATIONS: How accurately do digital superimposition software packages quantify tooth movement?",A6,C9,"G1,G3","【优势】: A6
【挑战】: C9
【缺口】: G1, G3"
617,BIJ37P6U,Digitally-driven optimization of intraoral water jet parameters for plaque removal: a personalized 3D-guided orthogonal study.,"A1,A2,A6",C9,"G1,G4","【优势】: A1, A2, A6
【挑战】: C9
【缺口】: G1, G4"
622,9CQF4EX6,Automatic multi-class classification of 3D relationships between the mandibular third molar and canal on cone-beam computed tomography using a geometry-aware network,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
623,CR3SB4FK,Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zirconia Generations and Framework Thicknesses: An In Vitro Study,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
625,SXVNEQGA,A Novel Guided Zygomatic and Pterygoid Implant Surgery System: A Human Cadaver Study on Accuracy.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
621,8YNE4S72,The cumulative effect of error in the digital workflow for complete-arch implant-supported frameworks: An in vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
620,F558I89A,A method based on 3D affine alignment for the quantification of palatal expansion,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
624,K82RU7NF,The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
626,IHRQELW2,The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
627,SGT6ZTK7,A Benchmark Dual-Modality Dental Imaging Dataset and a Novel Cognitively Inspired Pipeline for High-Resolution Dental Point Cloud Synthesis,A6,C4,"G1,G4","【优势】: A6
【挑战】: C4
【缺口】: G1, G4"
630,HQDWHX32,Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBCT Images,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
628,4BR99TM2,A deep learning framework for automated dental segmentation and diagnostic report generation from cone-beam computed tomography,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
629,72VTFG8B,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual-Inertial Odometry: An In Vivo Pilot Study,A6,C4,"G1,G4","【优势】: A6
【挑战】: C4
【缺口】: G1, G4"
633,JJD2I8Q6,Microstructural heterogeneity of the collagenous network in the loaded and unloaded periodontal ligament and its biomechanical implications,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
636,BTIMYQVX,Precision-optimized process control in DLP printing of ultra-thin zirconia prostheses: A multi-factor accuracy analysis,"A6,A5",C9,G1,"【优势】: A6, A5
【挑战】: C9
【缺口】: G1"
631,ABQTSUVS,In vitro comparison of five desktop scanners and an industrial scanner in the evaluation of an intraoral scanner accuracy.,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
632,9QEYAAGH,Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress-A Finite Element Study,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
635,7G2A3A2R,Redefining MRI-Based Skull Segmentation Through AI-Driven Multimodal Integration.,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
638,5LFW4IMR,"Influence of Framework Material on Stress, Fatigue, and Stability of “All-on-Four” System Components-Biomechanical Evaluation with Finite Element Analysis",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
634,W5WVZD2W,Influence of the preparation design on the survival probability of occlusal veneers,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
637,JSU2KA77,Metal Organic Framework-Incorporated Three-Dimensional (3D) Bio-Printable Hydrogels to Facilitate Bone Repair: Preparation and In Vitro Bioactivity Analysis,"A1,A5,A6",C9,G1,"【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G1"
642,53Y9LVNA,A Comparative study on the Effectiveness of Augmented Reality on Denture Tooth Selection.,"A6,A5",C9,G4,"【优势】: A6, A5
【挑战】: C9
【缺口】: G4"
640,DLN24UBD,Effect of Different CAD/CAM Milling and 3D Printing Digital Fabrication Techniques on the Accuracy of PMMA Working Models and Vertical Marginal Fit of PMMA Provisional Dental Prosthesis: An In Vitro Study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
641,I623BJYL,"Surgical Navigation, Augmented Reality, and 3D Printing for Hard Palate Adenoid Cystic Carcinoma En-Bloc Resection: Case Report and Literature Review","A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
644,L9XBQG6L,Predicting 3D Post-Orthodontic Facial Outcomes With a Diffusion Model Trained on Unpaired Datasets,"A2,A6",C4,"G1,G4","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G4"
639,WMXWH3IN,A Machine Learning Pipeline for Cusp Height Prediction in Worn Lower Molars: Methodological Proof-of-Concept and Validation Across Homo,"A5,A6","C1,C4","G1,G4","【优势】: A5, A6
【挑战】: C1, C4
【缺口】: G1, G4"
643,YUDAP2TL,Effect of industrial scanner and framework material interaction on the marginal gaps of CAD-CAM complete arch implant frameworks,A6,C4,G4,"【优势】: A6
【挑战】: C4
【缺口】: G4"
645,2Y9I2C6I,Intaglio Surface Adaptation of Removable Partial Denture Framework Fabricated by Various Data Acquisition Techniques and Fabrication Approaches.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
646,WBCEDXET,Modeling fracture in multilayered teeth using the finite volume-based phase field method,"A2,A6",C9,"G1,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G1, G4"
647,BLI79NLU,Customized 3D-printed models for training in repairing large maxillary sinus membrane perforations.,"A1,A3,A6",C9,"G1,G4","【优势】: A1, A3, A6
【挑战】: C9
【缺口】: G1, G4"
649,5SRGE8HN,Automatic orbital segmentation using deep learning-based 2D U-net and accuracy evaluation: A retrospective study,"A5,A3,A6","C5,C4","G1,G4","【优势】: A5, A3, A6
【挑战】: C5, C4
【缺口】: G1, G4"
651,49PG86KL,Validation of a novel tool for automated tooth modelling by fusion of CBCT-derived roots with the respective IOS-derived crowns,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
648,MACLY32F,A Novel Digitized Method for the Design and Additive Manufacturing of Orthodontic Space Maintainers,"A1,A6",C4,G1,"【优势】: A1, A6
【挑战】: C4
【缺口】: G1"
653,CRTLD8EM,IDNet: A Diffusion Model-Enhanced Framework for Accurate Cranio-Maxillofacial Bone Defect Repair,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
650,TI4JGF9N,Subtractive versus additive indirect manufacturing techniques of digitally designed partial dentures,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
