_nt,Title,期刊,Item Type,Key,PassA,PassB,判定,证据,软件,专科,应用场景,研究设计,原始返回
early stage stability and degradation of patient specific biodegradable 3d printed implants for critical mandibular reconstruction,Early-stage stability and degradation of patient-specific biodegradable 3D-printed implants for critical mandibular reconstruction,DENTAL MATERIALS,journalArticle,JDYAQ7WP,INCLUDE,EXCLUDE,INCLUDE,"Solid models of the RI-2 and RI-3, along with the corresponding fixation screws, bone graft (autogenous bone-cortical bone equivalent), and remaining mandibular segments, were imported into ANSYS Workbench (ANSYS Workbench v18.2, ANSYS Inc., PA, USA) for simulation.",ANSYS Workbench,Oral and Maxillofacial Surgery,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: Solid models of the RI-2 and RI-3, along with the corresponding fixation screws, bone graft (autogenous bone-cortical bone equivalent), and remaining mandibular segments, were imported into ANSYS Workbench (ANSYS Workbench v18.2, ANSYS Inc., PA, USA) for simulation.
【软件】: ANSYS Workbench
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
vertical and horizontal ridge augmentation using customized three dimensionally printed polycaprolactone mesh in atrophic posterior maxillae a case report,Vertical and Horizontal Ridge Augmentation Using Customized Three-Dimensionally Printed Polycaprolactone Mesh in Atrophic Posterior Maxillae: A Case Report,JOURNAL OF ORAL IMPLANTOLOGY,journalArticle,GT74L8L4,INCLUDE,EXCLUDE,INCLUDE,"""3D shape of the 77 patient-specific mesh was designed using dental CAD (exocad GmbH; Darmstadt, 78 Germany) and a universal CAD software program (PowerShape, Autodesk Inc., San 79 Rafael, United States).""",PowerShape (Autodesk),Oral and Maxillofacial Surgery,Digital design and manufacturing,case_report,"【判定】: INCLUDE
【证据】: ""3D shape of the 77 patient-specific mesh was designed using dental CAD (exocad GmbH; Darmstadt, 78 Germany) and a universal CAD software program (PowerShape, Autodesk Inc., San 79 Rafael, United States).""
【软件】: PowerShape (Autodesk)
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Digital design and manufacturing
【研究设计】: case_report"
biomechanical analysis of different pacifiers and their effects on the upper jaw and tongue,Biomechanical Analysis of Different Pacifiers and Their Effects on the Upper Jaw and Tongue,APPLIED SCIENCES-BASEL,journalArticle,QAQKMGUW,INCLUDE,EXCLUDE,INCLUDE,"Three-dimensional (3D) models of these pacifiers were created on a 1:1 scale using SOLIDWORKS 2014 Service Pack 5 (Dassault Systèmes, 1995–2014) in a Windows 10 Enterprise x64 environment. / These models were also developed using SOLIDWORKS 2014 Service Pack 5 in a Windows 10 environment.",SolidWorks,Orthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: Three-dimensional (3D) models of these pacifiers were created on a 1:1 scale using SOLIDWORKS 2014 Service Pack 5 (Dassault Systèmes, 1995–2014) in a Windows 10 Enterprise x64 environment. / These models were also developed using SOLIDWORKS 2014 Service Pack 5 in a Windows 10 environment.
【软件】: SolidWorks
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
augmented reality assisted surgical exposure of an impacted tooth a pilot study,Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,APPLIED SCIENCES-BASEL,journalArticle,FVXUA272,INCLUDE,EXCLUDE,INCLUDE,"""Using open-source CAD software (Meshmixer, Autodesk, Inc., San Francisco, CA, USA), the part of the upper arch from the first premolar to the other premolars was selected."" 及 ""DICOM files were imported into open-source medical software (InVesalius, CTI, Campinas, Brazil) to segment and export an STL file of the area of interest""",Meshmixer; InVesalius,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【证据】: ""Using open-source CAD software (Meshmixer, Autodesk, Inc., San Francisco, CA, USA), the part of the upper arch from the first premolar to the other premolars was selected."" 及 ""DICOM files were imported into open-source medical software (InVesalius, CTI, Campinas, Brazil) to segment and export an STL file of the area of interest""
【软件】: Meshmixer; InVesalius
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
concurrent computed tomography based evaluation of nasal morphology airway volume and skeletal changes following craniofacial distraction osteogenesis a pilot retrospective case series,"Concurrent computed tomography-based evaluation of nasal morphology, airway volume, and skeletal changes following craniofacial distraction osteogenesis: A  pilot retrospective case series.","Journal of stomatology, oral and maxillofacial surgery",journalArticle,LQCXZNNJ,INCLUDE,INCLUDE,INCLUDE,"""Nasal soft tissue index measurement was calculated based on nasal height and nasal width using the Mimics three-dimensional analysis software"" 及 ""condylar volume was calculated using Mimics software""",Mimics,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【证据】: ""Nasal soft tissue index measurement was calculated based on nasal height and nasal width using the Mimics three-dimensional analysis software"" 及 ""condylar volume was calculated using Mimics software""
【软件】: Mimics
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
accuracy of intraoral optical scan versus stereophotogrammetry for complete arch digital implant impression an in vitro study,Accuracy of intraoral optical scan versus stereophotogrammetry for complete-arch digital implant impression: An in vitro study.,Journal of prosthodontic research,journalArticle,K8EJXEIE,INCLUDE,INCLUDE,INCLUDE,"""The 60 test STL files were aligned to the reference scan with dedicated software (Geomagic Studio 12, 3DSystems, Rock Hill, SC, USA) according to a 0.01 mm alignment tolerance"" 以及 ""the superimposed files were analyzed using dedicated measurement software (Hyper Cad S, Cam HyperMill, Open Mind Technologies, Milano, Italy)""",Geomagic Studio 12; Hyper Cad S (Cam HyperMill),Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【证据】: ""The 60 test STL files were aligned to the reference scan with dedicated software (Geomagic Studio 12, 3DSystems, Rock Hill, SC, USA) according to a 0.01 mm alignment tolerance"" 以及 ""the superimposed files were analyzed using dedicated measurement software (Hyper Cad S, Cam HyperMill, Open Mind Technologies, Milano, Italy)""
【软件】: Geomagic Studio 12; Hyper Cad S (Cam HyperMill)
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
a platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,CLINICAL ORAL INVESTIGATIONS,journalArticle,VNRCK3YD,INCLUDE,EXCLUDE,INCLUDE,"""The DICOM (Digital Imaging and Communications in Medicine) of CBCT were imported into the Mimics software (Materialize, version 21.0, Belgium)."" 以及 ""The volume of air cavity and mucosa and the RMS of MS and edentulous alveolar crest were calculated in the 3-Matic software (Materialize, version 13.0, Belgium).""",Mimics; 3-Matic,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【证据】: ""The DICOM (Digital Imaging and Communications in Medicine) of CBCT were imported into the Mimics software (Materialize, version 21.0, Belgium)."" 以及 ""The volume of air cavity and mucosa and the RMS of MS and edentulous alveolar crest were calculated in the 3-Matic software (Materialize, version 13.0, Belgium).""
【软件】: Mimics; 3-Matic
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
differentiation of benign and malignant oral lesions through surface texture analysis and svm modeling,Differentiation of benign and malignant oral lesions through surface texture analysis and SVM modeling,CLINICAL ORAL INVESTIGATIONS,journalArticle,BI5PRGUX,,INCLUDE,INCLUDE,"""ImageJ software (NIH, Bethesda, USA) was used to view the images and annotate lesion areas using the freehand selection tool"" 及 ""a surface plot was generated using ImageJ's analysis function""；""For training and implementation of the SVM, MATLAB R2024b (MathWorks Inc., MA, USA) was utilized.""",ImageJ; MATLAB,Oral Medicine,Morphological and phenotypic analysis,computational,"【判定】: INCLUDE
【证据】: ""ImageJ software (NIH, Bethesda, USA) was used to view the images and annotate lesion areas using the freehand selection tool"" 及 ""a surface plot was generated using ImageJ's analysis function""；""For training and implementation of the SVM, MATLAB R2024b (MathWorks Inc., MA, USA) was utilized.""
【软件】: ImageJ; MATLAB
【专科】: Oral Medicine
【应用场景】: Morphological and phenotypic analysis
【研究设计】: computational"
investigation of conventional vs nonoriginal cad cam bars with production stage differences an in vitro precision study using a novel technique,Investigation of Conventional vs Nonoriginal CAD/CAM Bars with Production Stage Differences: An In Vitro Precision Study Using a Novel Technique,INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,journalArticle,42EI79XL,INCLUDE,INCLUDE,INCLUDE,"The marginal gap between bar frameworks and implants was digitally calculated (ATOS So High-End 3D Digitizer for Small Objects, GOM Inspect).",GOM Inspect,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【证据】: The marginal gap between bar frameworks and implants was digitally calculated (ATOS So High-End 3D Digitizer for Small Objects, GOM Inspect).
【软件】: GOM Inspect
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
a tmps designed personalized mandibular scaffolds with optimized sla parameters and mechanical properties,A TMPS-designed personalized mandibular scaffolds with optimized SLA parameters and mechanical properties,FRONTIERS IN MATERIALS,journalArticle,HPU3KI8B,INCLUDE,EXCLUDE,INCLUDE,"the mandibular DICOM ﬁle was threshold segmented using Mimics 19.0 software (Materialise, Belgium), 3D-reconstructed, smoothed, and denoised to create customized models of bone defects；2 mm supports were generated in Magics 26.0 software (Materialise, Belgium)",Mimics; Magics,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,in_vitro,"【判定】: INCLUDE
【证据】: the mandibular DICOM ﬁle was threshold segmented using Mimics 19.0 software (Materialise, Belgium), 3D-reconstructed, smoothed, and denoised to create customized models of bone defects；2 mm supports were generated in Magics 26.0 software (Materialise, Belgium)
【软件】: Mimics; Magics
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: in_vitro"
